P1_hand_lP1_hands_pos_X	P1_hand_lP1_hands_pos_Y	P1_hand_lP1_hands_pos_Z	P1_hand_rP1_hands_pos_X	P1_hand_rP1_hands_pos_Y	P1_hand_rP1_hands_pos_Z
24.414	318.225	917.165	157.495	-111.796	953.274
21.718	319.232	919.218	159.207	-114.901	952.041
19.048	319.949	921.373	160.832	-117.789	950.747
16.437	320.777	923.584	162.405	-120.643	949.356
13.968	321.202	925.803	163.635	-123.147	948.049
11.490	321.368	928.111	164.698	-125.761	946.947
9.082	321.354	930.379	165.597	-128.238	946.032
6.850	321.183	932.591	166.375	-130.569	945.436
4.766	320.843	934.722	167.087	-132.691	945.106
2.862	320.381	936.809	167.667	-134.745	945.158
0.934	319.828	938.957	168.015	-136.687	945.439
-0.859	319.012	940.883	168.286	-138.333	945.844
-2.429	318.170	942.712	168.431	-139.877	946.342
-3.879	317.371	944.417	168.403	-141.171	946.894
-5.351	316.485	946.077	168.339	-142.313	947.502
-6.398	315.557	947.354	168.106	-143.307	948.072
-7.459	314.706	948.578	167.761	-144.164	948.771
-8.190	313.891	949.553	167.476	-144.891	949.482
-8.915	313.105	950.415	167.105	-145.543	950.261
-9.500	312.350	951.135	166.688	-146.051	951.019
-9.819	311.561	951.540	166.335	-146.504	951.765
-10.060	310.723	951.864	165.974	-146.935	952.518
-10.243	309.979	952.155	165.588	-147.323	953.218
-10.274	309.192	952.380	165.257	-147.598	953.695
-10.205	308.412	952.421	164.957	-147.938	954.102
-10.000	307.562	952.379	164.736	-148.170	954.324
-9.773	306.759	952.345	164.518	-148.353	954.438
-9.519	306.042	952.338	164.315	-148.499	954.473
-9.161	305.247	952.293	164.150	-148.601	954.442
-8.746	304.512	952.221	164.042	-148.676	954.345
-8.417	303.853	952.084	164.024	-148.721	954.237
-7.998	303.165	951.903	164.077	-148.749	954.126
-7.479	302.512	951.728	164.183	-148.786	953.940
-7.034	301.899	951.562	164.310	-148.818	953.762
-6.673	301.399	951.412	164.491	-148.856	953.559
-6.331	300.945	951.245	164.690	-148.895	953.380
-5.975	300.526	951.126	164.849	-148.918	953.211
-5.558	300.089	950.976	165.035	-148.937	953.087
-5.137	299.710	950.805	165.203	-148.951	952.981
-4.720	299.332	950.642	165.330	-148.981	952.915
-4.387	298.980	950.467	165.425	-149.046	952.838
-4.016	298.586	950.304	165.519	-149.127	952.830
-3.711	298.159	950.112	165.580	-149.177	952.836
-3.389	297.801	949.995	165.610	-149.245	952.871
-3.115	297.424	949.902	165.638	-149.286	952.921
-2.833	297.071	949.852	165.650	-149.286	952.955
-2.567	296.747	949.822	165.625	-149.264	953.043
-2.247	296.427	949.782	165.594	-149.221	953.097
-1.932	296.137	949.745	165.572	-149.188	953.179
-1.735	295.840	949.659	165.527	-149.193	953.226
-1.554	295.555	949.606	165.503	-149.162	953.223
-1.442	295.322	949.566	165.471	-149.183	953.240
-1.302	295.143	949.535	165.459	-149.172	953.188
-1.195	294.997	949.497	165.475	-149.163	953.117
-1.071	294.876	949.448	165.518	-149.149	952.978
-0.975	294.826	949.402	165.597	-149.080	952.850
-0.849	294.801	949.333	165.706	-149.011	952.699
-0.750	294.778	949.262	165.867	-148.951	952.549
-0.568	294.815	949.148	166.022	-148.870	952.382
-0.370	294.895	949.033	166.239	-148.795	952.204
-0.213	294.978	948.926	166.422	-148.712	952.025
-0.073	295.040	948.798	166.683	-148.668	951.867
-0.000	295.104	948.710	166.902	-148.536	951.612
0.049	295.186	948.682	167.171	-148.476	951.401
0.083	295.246	948.656	167.446	-148.391	951.142
0.054	295.295	948.676	167.744	-148.362	950.900
0.011	295.352	948.745	167.978	-148.322	950.683
-0.063	295.408	948.837	168.240	-148.314	950.445
-0.143	295.452	948.932	168.457	-148.272	950.238
-0.230	295.523	949.064	168.700	-148.225	950.053
-0.329	295.572	949.174	168.930	-148.161	949.878
-0.377	295.648	949.279	169.216	-148.027	949.652
-0.421	295.708	949.338	169.414	-147.937	949.443
-0.487	295.745	949.364	169.614	-147.828	949.218
-0.557	295.811	949.425	169.809	-147.729	948.911
-0.683	295.861	949.487	169.971	-147.643	948.647
-0.743	295.921	949.533	170.073	-147.534	948.428
-0.826	295.964	949.604	170.192	-147.436	948.276
-0.901	295.991	949.661	170.271	-147.297	948.132
-0.956	296.032	949.733	170.361	-147.171	948.084
-0.996	296.046	949.809	170.430	-147.032	948.032
-1.047	296.034	949.880	170.486	-146.850	947.971
-1.068	296.070	949.934	170.507	-146.673	947.901
-1.103	296.072	949.995	170.569	-146.480	947.855
-1.122	296.067	950.026	170.610	-146.279	947.802
-1.105	296.067	950.031	170.662	-146.055	947.766
-1.083	296.043	950.029	170.711	-145.828	947.693
-1.009	296.045	949.976	170.749	-145.600	947.628
-0.888	296.066	949.925	170.818	-145.371	947.509
-0.725	296.090	949.817	170.922	-145.140	947.379
-0.467	296.165	949.620	171.053	-144.908	947.190
-0.149	296.260	949.334	171.284	-144.651	946.932
0.329	296.351	948.994	171.645	-144.298	946.542
0.795	296.484	948.587	172.058	-143.981	946.133
1.364	296.711	948.029	172.466	-143.696	945.673
2.123	297.013	947.320	172.940	-143.331	945.172
2.955	297.416	946.525	173.562	-143.240	944.885
3.983	297.875	945.441	174.142	-142.907	944.282
5.210	298.486	944.351	174.718	-142.464	943.582
6.495	299.201	943.198	175.480	-141.983	942.860
7.925	300.007	941.765	176.109	-141.511	942.225
9.394	300.902	940.347	176.729	-140.959	941.669
10.919	301.804	938.923	177.330	-140.379	941.050
12.490	302.565	937.497	177.739	-139.836	940.456
13.945	303.307	936.092	178.103	-139.247	940.007
15.421	303.912	934.730	178.289	-138.552	939.717
16.666	304.458	933.662	178.241	-137.917	939.788
17.881	304.876	932.710	177.880	-137.302	940.121
18.528	305.118	932.336	177.202	-136.767	940.832
18.886	305.104	932.323	176.091	-136.382	941.954
18.865	304.886	932.720	174.725	-135.939	943.473
18.467	304.266	933.835	172.844	-135.634	945.420
17.744	303.424	935.535	170.597	-135.408	947.660
16.346	302.249	937.688	168.038	-135.379	950.337
14.469	300.877	940.409	165.008	-135.398	953.316
12.177	299.380	943.698	161.624	-135.679	956.646
9.281	297.420	947.348	157.677	-136.140	960.451
5.707	295.152	951.537	153.420	-136.835	964.273
1.586	292.692	955.928	148.760	-137.687	968.272
-3.036	289.884	960.660	143.768	-138.872	972.293
-8.259	287.007	965.698	138.549	-140.062	976.392
-13.855	283.890	970.888	132.949	-141.400	980.384
-19.963	280.599	976.107	127.212	-142.831	984.451
-26.215	277.410	981.314	121.323	-144.442	988.336
-32.708	274.123	986.386	115.390	-146.054	992.072
-39.371	270.837	991.405	109.540	-147.637	995.303
-45.970	267.719	995.861	103.579	-149.363	998.623
-53.227	264.389	1000.407	97.726	-150.919	1001.820
-60.697	261.162	1004.716	91.980	-152.460	1004.739
-68.315	257.989	1008.747	86.337	-154.094	1007.451
-75.927	254.940	1012.423	80.807	-155.602	1009.951
-83.532	251.971	1015.802	75.478	-157.105	1012.289
-91.358	249.123	1019.203	70.363	-158.622	1014.401
-98.753	246.418	1022.075	65.382	-160.039	1016.318
-105.802	243.875	1024.430	60.594	-161.375	1018.064
-112.716	241.490	1026.648	56.019	-162.695	1019.608
-119.247	239.239	1028.491	51.679	-163.990	1021.023
-125.358	237.083	1029.990	47.563	-165.117	1022.277
-131.293	235.160	1031.268	43.587	-166.236	1023.397
-136.496	233.842	1032.306	39.814	-167.251	1024.357
-141.281	231.986	1032.971	36.313	-168.182	1025.247
-146.010	230.774	1033.469	33.054	-168.962	1026.019
-150.299	229.514	1034.079	30.036	-169.619	1026.705
-154.180	228.654	1034.321	27.302	-170.232	1027.204
-157.629	227.884	1034.578	24.835	-170.726	1027.656
-160.811	227.287	1034.942	22.630	-171.071	1028.065
-163.584	226.876	1035.179	20.615	-171.388	1028.382
-165.932	226.575	1035.380	18.790	-171.528	1028.602
-167.927	226.403	1035.517	17.153	-171.632	1028.781
-169.620	226.259	1035.740	15.800	-171.575	1028.958
-171.036	226.230	1035.768	14.681	-171.487	1029.088
-171.975	226.235	1035.760	13.728	-171.292	1029.166
-172.753	226.290	1035.681	13.003	-171.001	1029.224
-173.294	226.397	1035.575	12.373	-170.609	1029.225
-173.556	226.567	1035.426	11.898	-170.198	1029.263
-173.625	226.729	1035.311	11.608	-169.751	1029.230
-173.533	226.853	1035.191	11.423	-169.262	1029.171
-173.320	226.943	1035.081	11.363	-168.747	1029.067
-172.943	226.971	1034.982	11.426	-168.152	1028.918
-172.351	226.919	1034.840	11.585	-167.567	1028.808
-171.753	226.883	1034.751	11.819	-167.018	1028.692
-171.181	226.788	1034.694	12.107	-166.507	1028.568
-170.444	226.609	1034.577	12.461	-166.004	1028.404
-169.647	226.434	1034.568	12.879	-165.450	1028.291
-169.038	226.236	1034.531	13.303	-164.922	1028.168
-168.422	226.057	1034.325	13.728	-164.531	1028.073
-167.733	225.782	1034.254	14.177	-164.155	1027.923
-167.068	225.510	1034.213	14.670	-163.716	1027.776
-166.478	225.358	1034.185	15.153	-163.312	1027.659
-165.704	225.129	1034.081	15.599	-162.919	1027.480
-164.972	224.906	1033.992	16.081	-162.560	1027.304
-164.402	224.742	1033.916	16.621	-162.248	1027.209
-163.886	224.583	1033.878	17.123	-161.976	1027.098
-163.179	224.346	1033.825	17.604	-161.714	1026.925
-162.559	224.150	1033.796	18.050	-161.436	1026.748
-162.062	223.916	1033.793	18.405	-161.157	1026.606
-161.566	223.659	1033.837	18.734	-160.842	1026.466
-160.991	223.343	1033.914	19.046	-160.556	1026.299
-160.402	223.047	1033.914	19.366	-160.227	1026.114
-159.981	222.779	1033.932	19.680	-159.907	1025.920
-159.655	222.526	1033.946	19.916	-159.606	1025.753
-159.407	222.252	1033.931	20.170	-159.280	1025.555
-159.200	222.005	1033.890	20.408	-158.932	1025.402
-158.904	221.773	1033.824	20.674	-158.562	1025.222
-158.525	221.553	1033.763	21.062	-158.105	1025.024
-157.981	221.356	1033.713	21.456	-157.625	1024.752
-157.421	221.160	1033.681	21.844	-157.112	1024.509
-156.675	220.896	1033.525	22.148	-156.711	1024.294
-155.476	220.559	1033.307	22.532	-156.250	1023.985
-154.215	220.255	1033.062	22.927	-155.790	1023.704
-152.498	219.935	1032.749	23.325	-155.290	1023.448
-150.578	219.580	1032.429	23.835	-154.664	1023.150
-148.922	219.675	1032.289	24.443	-153.968	1022.786
-146.531	219.453	1031.863	25.084	-153.260	1022.489
-143.760	219.174	1031.350	25.914	-152.359	1022.048
-140.393	218.789	1030.761	26.981	-151.334	1021.500
-136.761	218.461	1029.983	28.247	-150.097	1020.918
-132.310	218.028	1029.004	29.828	-148.499	1020.101
-127.165	217.528	1027.780	31.793	-146.715	1019.188
-121.416	216.840	1026.235	34.182	-144.445	1018.133
-115.030	216.096	1024.392	36.997	-142.013	1016.858
-107.897	215.151	1022.091	40.325	-139.170	1015.386
-100.257	214.331	1019.430	44.130	-136.094	1013.647
-91.898	213.663	1016.348	48.445	-132.763	1011.796
-83.060	213.119	1012.779	53.324	-129.276	1009.593
-73.231	212.887	1008.235	58.682	-125.518	1006.972
-63.178	212.977	1003.198	64.548	-121.667	1004.048
-52.496	213.351	997.145	71.023	-117.640	1000.609
-41.459	214.001	990.165	78.055	-113.415	996.438
-30.273	215.142	982.613	85.562	-109.022	991.715
-18.725	216.910	974.042	93.596	-104.484	986.427
-7.076	219.177	964.270	102.078	-100.000	980.291
4.513	221.906	953.508	110.959	-95.553	973.361
15.595	224.527	941.643	120.176	-91.185	965.711
26.596	227.843	928.698	129.279	-87.076	957.115
36.121	230.427	915.196	138.210	-83.350	948.615
43.676	232.307	902.013	146.010	-79.762	940.023
50.244	234.657	889.939	152.707	-76.508	931.763
55.649	236.662	878.960	158.513	-73.715	923.986
59.936	238.339	869.426	163.596	-71.262	916.667
63.016	239.626	861.502	167.772	-69.121	909.910
65.396	240.476	854.781	171.078	-67.215	903.673
66.962	240.911	849.735	173.765	-65.765	898.305
67.900	241.225	845.840	175.755	-64.070	893.831
68.449	241.394	843.341	177.041	-62.697	890.325
68.784	241.407	841.634	177.779	-61.325	887.547
68.872	241.417	840.908	178.283	-60.088	885.641
68.827	241.413	840.720	178.496	-59.254	884.288
68.662	241.415	840.863	178.587	-58.507	883.597
68.410	241.412	841.287	178.533	-57.911	883.238
68.124	241.408	841.876	178.388	-57.409	883.132
67.750	241.411	842.670	178.158	-57.081	883.241
67.278	241.409	843.650	177.915	-56.832	883.524
66.872	241.368	844.540	177.640	-56.732	883.943
66.300	241.247	845.323	177.336	-56.690	884.378
65.664	241.162	846.310	177.067	-56.687	884.833
65.183	241.044	847.034	176.778	-56.825	885.341
64.753	240.922	847.897	176.580	-56.872	885.849
64.259	240.919	848.803	176.351	-57.018	886.436
63.872	240.903	849.654	176.168	-57.209	886.853
63.454	240.912	850.389	176.059	-57.461	887.193
63.042	240.972	851.303	175.965	-57.762	887.505
62.755	241.007	852.151	175.954	-58.151	887.813
62.497	241.023	852.946	176.043	-58.450	888.020
62.184	241.114	853.749	176.173	-58.776	888.147
61.876	241.233	854.581	176.373	-59.086	888.223
61.530	241.321	855.320	176.578	-59.395	888.271
61.143	241.442	855.985	176.765	-59.695	888.302
60.838	241.488	856.666	176.973	-60.021	888.338
60.455	241.578	857.300	177.146	-60.398	888.394
60.205	241.586	857.808	177.351	-60.738	888.466
59.946	241.625	858.411	177.532	-61.064	888.528
59.741	241.577	858.930	177.663	-61.337	888.582
59.497	241.539	859.486	177.793	-61.602	888.644
59.309	241.500	859.905	177.907	-61.870	888.738
59.224	241.460	860.244	177.987	-62.106	888.877
59.170	241.420	860.527	178.045	-62.337	888.998
59.111	241.360	860.703	178.093	-62.528	889.148
59.087	241.311	860.849	178.130	-62.765	889.347
59.086	241.278	860.950	178.172	-62.961	889.534
59.081	241.248	860.964	178.191	-63.183	889.755
59.079	241.192	860.871	178.235	-63.373	889.931
59.130	241.186	860.785	178.274	-63.643	890.139
59.185	241.180	860.653	178.332	-63.846	890.282
59.258	241.230	860.523	178.390	-64.033	890.387
59.350	241.269	860.332	178.462	-64.207	890.442
59.454	241.327	860.147	178.524	-64.355	890.465
59.606	241.319	859.899	178.593	-64.463	890.483
59.772	241.344	859.657	178.638	-64.498	890.501
59.911	241.335	859.404	178.685	-64.534	890.487
60.049	241.287	859.171	178.718	-64.539	890.492
60.164	241.265	858.948	178.733	-64.546	890.521
60.289	241.238	858.719	178.742	-64.568	890.532
60.350	241.189	858.531	178.772	-64.560	890.549
60.462	241.117	858.396	178.768	-64.535	890.559
60.564	241.074	858.276	178.776	-64.491	890.541
60.623	240.978	858.227	178.770	-64.462	890.507
60.714	240.832	858.182	178.790	-64.387	890.444
60.912	241.447	858.264	178.798	-64.355	890.391
60.948	241.274	858.279	178.816	-64.315	890.333
61.006	241.080	858.285	178.827	-64.256	890.275
61.071	240.874	858.294	178.842	-64.215	890.213
61.130	240.679	858.332	178.853	-64.158	890.164
61.200	240.491	858.346	178.885	-64.094	890.065
61.268	240.324	858.333	178.927	-64.041	889.989
61.357	240.135	858.269	178.987	-63.970	889.927
61.433	239.961	858.208	179.030	-63.945	889.865
61.498	239.835	858.124	179.065	-63.910	889.804
61.554	239.690	858.001	179.125	-63.899	889.713
61.570	239.571	857.911	179.196	-63.897	889.612
61.582	239.475	857.863	179.278	-63.888	889.528
61.581	239.382	857.849	179.370	-63.909	889.414
61.617	239.287	857.877	179.471	-63.948	889.321
61.593	239.204	857.949	179.564	-64.032	889.224
61.605	239.095	858.042	179.646	-64.097	889.130
61.595	238.992	858.124	179.748	-64.171	889.098
61.583	238.866	858.192	179.825	-64.251	889.066
61.574	238.693	858.252	179.921	-64.346	889.044
61.542	238.533	858.290	180.009	-64.436	889.023
61.534	238.358	858.338	180.079	-64.568	889.021
61.517	238.190	858.413	180.156	-64.700	889.056
61.540	237.980	858.421	180.229	-64.888	889.108
61.566	237.835	858.442	180.303	-65.018	889.143
61.593	237.680	858.426	180.354	-65.141	889.175
61.666	237.537	858.411	180.418	-65.270	889.207
61.715	237.373	858.361	180.469	-65.401	889.261
61.770	237.214	858.329	180.553	-65.501	889.307
61.774	237.058	858.272	180.619	-65.660	889.386
61.797	236.887	858.211	180.678	-65.785	889.434
61.858	236.724	858.135	180.741	-65.910	889.510
61.934	236.586	858.089	180.782	-66.037	889.544
61.990	236.469	858.041	180.850	-66.179	889.594
62.106	236.349	857.993	180.892	-66.296	889.626
62.206	236.228	857.911	180.940	-66.365	889.629
62.308	236.141	857.858	180.983	-66.454	889.639
62.376	236.066	857.796	181.029	-66.536	889.642
62.435	236.000	857.681	181.058	-66.599	889.658
62.473	235.958	857.570	181.039	-66.661	889.740
62.441	235.977	857.511	180.980	-66.758	889.886
62.376	236.059	857.547	180.832	-66.893	890.198
62.221	236.250	857.791	180.571	-67.050	890.821
61.905	236.470	858.237	180.219	-67.337	891.694
61.538	236.678	859.038	179.669	-67.764	892.857
60.912	236.903	860.409	179.003	-68.233	894.593
60.084	237.094	862.101	177.978	-68.916	896.723
59.056	237.265	864.622	176.751	-70.040	899.289
57.624	237.325	867.642	175.323	-70.906	902.099
55.794	236.664	871.263	173.642	-71.906	905.228
53.926	236.569	875.451	171.635	-73.071	908.642
51.557	236.180	880.125	169.374	-74.225	912.512
49.103	236.347	885.112	166.718	-75.718	916.580
46.194	235.826	890.432	163.914	-77.165	920.788
43.235	235.374	896.017	160.771	-78.719	924.937
39.823	234.864	901.673	157.358	-80.293	929.275
36.133	234.351	907.589	153.747	-82.031	933.444
32.303	233.889	913.324	150.124	-83.730	937.579
28.169	233.693	919.338	146.402	-85.657	941.628
23.891	233.402	924.886	142.703	-87.613	945.802
19.456	233.057	930.296	138.903	-89.750	949.712
14.926	232.788	935.571	135.187	-92.062	953.742
10.514	232.458	940.384	131.751	-93.728	957.517
6.199	232.126	944.748	128.298	-95.750	960.961
2.051	231.695	948.575	124.889	-97.956	964.195
-1.863	231.374	952.101	121.803	-99.871	967.110
-5.474	230.981	955.148	118.898	-101.730	969.656
-8.658	230.499	957.833	116.313	-103.267	971.914
-11.589	230.040	960.012	113.992	-104.829	973.821
-14.003	229.605	961.782	112.029	-105.960	975.511
-15.995	229.306	963.132	110.330	-107.114	976.796
-17.427	228.942	964.052	108.930	-108.128	977.822
-18.334	228.783	964.629	107.893	-108.828	978.632
-18.680	228.731	964.850	107.325	-108.908	978.957
-18.427	228.821	964.636	107.014	-109.259	979.190
-17.761	229.031	963.966	107.037	-109.346	979.131
-16.653	229.355	962.962	107.450	-109.179	978.797
-15.109	229.782	961.529	108.223	-108.865	978.202
-13.018	230.267	959.866	109.457	-108.272	977.225
-10.550	230.691	957.823	110.904	-107.539	976.072
-7.682	231.286	955.255	112.886	-106.637	974.452
-4.243	232.052	952.347	115.116	-105.627	972.631
-0.792	233.117	949.095	117.831	-104.463	970.443
3.262	234.303	945.218	120.895	-103.259	967.884
7.679	235.824	941.035	124.360	-101.959	964.957
12.341	237.425	936.246	128.132	-100.615	961.734
17.252	239.255	930.947	132.048	-99.409	958.223
22.495	241.351	925.079	136.172	-98.127	954.499
27.670	243.644	918.687	139.900	-97.467	950.470
32.557	246.204	912.361	143.997	-96.334	946.635
37.147	248.509	905.715	147.888	-95.321	942.840
41.031	250.909	899.667	151.563	-94.456	939.119
44.518	253.297	894.025	155.127	-93.686	935.518
47.550	255.359	888.862	158.417	-93.106	932.119
50.025	257.297	884.316	161.531	-92.445	928.887
52.091	258.969	880.526	164.322	-91.972	925.818
53.549	260.406	877.406	166.966	-91.641	922.826
54.798	261.780	874.780	169.394	-91.392	920.016
55.798	262.793	872.625	171.664	-91.269	917.357
56.583	263.783	870.884	173.820	-91.140	914.853
57.100	264.485	869.678	175.732	-91.095	912.605
57.397	265.102	868.765	177.284	-91.201	910.641
57.550	265.658	868.234	178.630	-91.346	909.008
57.667	266.100	868.033	179.704	-91.555	907.716
57.706	266.373	868.077	180.701	-91.740	906.797
57.615	266.516	868.242	181.431	-91.963	906.067
57.463	266.603	868.579	181.917	-92.253	905.655
57.291	266.661	869.057	182.340	-92.446	905.444
57.102	266.696	869.613	182.633	-92.646	905.352
56.863	266.709	870.051	182.833	-92.826	905.338
56.676	266.718	870.402	182.970	-93.002	905.364
56.540	266.712	870.678	183.048	-93.139	905.356
56.405	266.633	870.929	183.132	-93.274	905.400
56.298	266.518	871.054	183.177	-93.394	905.430
56.267	266.374	871.090	183.250	-93.560	905.469
56.302	266.202	871.092	183.292	-93.655	905.481
56.382	266.070	871.042	183.341	-93.697	905.485
56.508	265.914	870.941	183.434	-93.727	905.461
56.739	265.791	870.796	183.516	-93.728	905.395
56.938	265.648	870.582	183.607	-93.659	905.303
57.069	265.543	870.456	183.621	-93.589	905.242
57.179	265.377	870.437	183.537	-93.404	905.293
57.192	265.156	870.451	183.251	-93.216	905.531
57.164	264.723	870.362	182.715	-92.961	906.140
57.071	264.168	870.312	181.859	-92.654	907.244
56.769	263.311	870.442	180.601	-92.595	908.872
56.308	262.168	870.789	178.986	-92.061	910.932
55.651	259.851	871.121	177.032	-91.534	913.337
55.125	257.996	871.611	174.927	-90.921	915.948
54.775	255.583	872.008	172.596	-90.245	918.754
54.324	252.707	872.246	170.121	-89.742	921.591
53.954	249.450	872.347	167.547	-89.142	924.573
53.853	245.792	872.195	164.901	-88.431	927.448
53.799	242.090	872.056	162.204	-87.715	930.303
54.067	238.452	871.994	159.493	-86.877	933.005
54.272	234.799	871.852	156.612	-86.195	935.442
54.545	231.248	871.546	153.783	-85.455	937.867
54.702	227.427	870.955	150.789	-84.972	940.110
54.585	223.781	870.312	147.635	-84.483	942.382
54.495	220.149	869.572	144.478	-84.215	944.857
54.074	216.795	869.053	141.149	-83.838	947.338
53.735	213.562	868.410	137.778	-83.506	949.953
53.377	210.564	868.028	134.538	-82.759	952.636
53.208	207.772	867.693	131.306	-82.096	954.967
53.375	204.394	867.456	128.101	-81.023	957.146
53.571	201.891	867.143	124.855	-79.829	959.270
54.074	199.767	866.672	121.661	-78.086	960.779
54.541	197.875	866.004	118.296	-76.053	961.987
55.136	196.162	865.283	114.658	-73.817	963.045
55.514	194.734	864.512	110.860	-71.284	963.819
56.070	193.210	863.274	106.632	-68.699	964.887
56.570	191.576	861.921	102.358	-65.940	965.277
57.166	190.122	860.137	98.102	-63.146	965.417
57.924	188.756	858.724	94.048	-60.262	965.652
58.714	187.700	857.174	89.946	-57.833	965.530
59.495	186.985	855.699	85.863	-55.793	965.365
60.302	186.204	854.199	82.122	-54.622	964.893
61.128	185.422	852.782	78.766	-53.798	964.989
61.903	184.729	851.188	76.138	-54.071	965.478
62.704	183.993	849.903	74.202	-54.592	966.867
63.511	182.987	848.549	72.835	-56.323	968.233
64.155	182.024	847.379	72.274	-58.822	970.576
64.755	181.100	846.301	72.073	-61.944	973.076
65.237	180.110	845.543	72.276	-65.467	975.718
65.757	179.133	845.024	72.790	-69.422	978.382
66.199	178.217	844.570	73.661	-73.441	981.001
66.630	177.114	844.161	74.894	-77.563	983.362
67.318	175.943	843.645	76.386	-81.545	985.304
67.945	174.850	843.183	78.159	-85.372	986.996
68.846	173.560	842.678	80.131	-88.870	988.106
69.554	172.255	842.425	82.217	-91.972	988.728
70.357	171.010	842.098	84.346	-94.347	988.823
71.100	170.048	841.733	86.433	-96.011	988.588
71.753	168.981	841.107	88.288	-96.948	988.122
72.402	168.093	840.610	89.741	-97.133	987.443
73.090	167.668	839.940	90.749	-96.623	986.620
73.436	167.167	839.508	90.979	-95.429	985.662
73.746	166.591	839.032	90.432	-93.519	984.749
74.171	165.923	838.439	88.944	-90.936	983.645
74.388	165.549	837.991	86.627	-87.672	982.518
74.461	165.343	837.638	83.429	-83.852	981.449
74.489	165.221	837.289	79.587	-79.596	980.288
74.463	165.225	837.067	75.091	-75.099	979.059
74.424	165.307	836.888	70.172	-70.531	977.849
74.413	165.491	836.839	64.973	-66.140	976.578
74.393	165.692	836.862	59.585	-62.019	975.420
74.386	165.942	836.968	54.106	-58.275	974.480
74.388	166.240	837.205	48.730	-55.068	973.690
74.387	166.534	837.495	43.647	-52.804	973.381
74.378	166.868	837.896	38.824	-51.267	973.217
74.327	167.112	838.280	34.713	-50.598	973.881
74.317	167.333	838.703	31.202	-50.916	974.850
74.242	167.561	839.203	28.607	-52.155	976.212
74.125	167.815	839.685	26.793	-54.313	977.939
74.098	167.939	840.140	25.959	-57.142	979.971
74.103	168.059	840.587	25.974	-60.642	982.233
74.064	168.181	841.018	26.981	-64.671	984.744
73.979	168.221	841.494	28.466	-69.001	987.165
73.845	168.297	842.019	30.640	-73.603	989.409
73.711	168.389	842.490	33.389	-78.191	991.551
73.544	168.450	842.997	36.629	-82.782	993.520
73.407	168.442	843.441	40.260	-87.232	995.214
73.211	168.387	843.811	44.181	-91.467	996.672
72.960	168.297	844.117	48.277	-95.497	997.869
72.773	168.130	844.343	52.593	-99.226	998.754
72.577	167.930	844.501	56.977	-102.579	999.355
72.387	167.697	844.650	61.264	-105.616	999.612
72.154	167.473	844.852	65.466	-108.263	999.649
71.972	167.212	845.039	69.480	-110.594	999.473
71.759	167.003	845.317	73.093	-112.551	999.135
71.612	166.786	845.520	76.295	-113.937	998.639
71.491	166.567	845.711	78.979	-114.901	998.102
71.344	166.372	845.851	81.200	-115.202	997.392
71.236	166.235	845.978	82.984	-115.023	996.639
71.163	166.133	846.073	84.410	-114.195	995.784
71.116	166.100	846.124	85.437	-112.737	994.737
71.117	166.160	846.162	85.939	-110.696	993.637
71.130	166.315	846.180	85.893	-108.047	992.511
71.116	166.580	846.214	85.224	-104.770	991.341
71.163	166.992	846.213	83.855	-100.990	990.204
71.252	167.473	846.101	81.848	-96.654	988.916
71.331	167.947	845.972	79.225	-91.751	987.671
71.493	168.530	845.817	75.978	-86.495	986.164
71.684	169.221	845.704	72.078	-80.849	984.726
71.855	169.910	845.576	67.559	-75.018	982.955
72.105	170.775	845.294	62.520	-69.036	981.190
72.366	171.656	844.956	56.938	-63.026	979.236
72.672	172.513	844.612	50.873	-57.067	977.153
72.932	173.381	844.338	44.416	-51.510	975.048
73.144	174.372	844.018	37.921	-46.405	972.999
73.379	175.255	843.644	31.424	-41.893	971.095
73.630	176.071	843.336	25.077	-38.252	969.526
73.825	176.843	843.045	18.885	-34.833	968.079
74.013	177.607	842.713	13.248	-32.507	967.074
74.255	178.324	842.350	8.059	-30.960	966.377
74.119	177.993	842.187	3.423	-30.190	966.124
74.275	178.497	841.959	-0.300	-30.372	966.241
74.400	178.975	841.693	-3.169	-31.130	966.950
74.506	179.330	841.408	-4.978	-32.630	968.182
74.576	179.617	841.169	-5.933	-34.681	969.994
74.661	179.836	841.027	-5.833	-37.440	972.155
74.696	179.942	840.940	-4.690	-41.152	974.421
74.673	180.009	840.908	-2.862	-44.619	976.885
74.628	180.013	840.963	0.025	-48.386	979.518
74.575	179.878	841.007	3.481	-52.370	981.952
74.484	179.699	841.096	7.400	-56.381	984.167
74.376	179.496	841.264	11.773	-60.296	986.186
74.270	179.204	841.431	16.261	-64.161	988.009
74.179	178.915	841.666	21.013	-67.947	989.709
74.072	178.583	841.890	25.878	-71.604	991.187
73.943	178.252	842.066	30.908	-75.009	992.473
73.793	177.878	842.211	35.846	-78.185	993.518
73.639	177.461	842.370	40.609	-81.245	994.305
73.456	177.028	842.668	45.059	-83.997	994.858
73.295	176.504	842.873	49.078	-86.574	995.318
73.140	176.040	843.086	52.596	-88.750	995.774
73.356	176.547	843.084	55.687	-90.463	996.088
73.209	176.106	843.230	58.411	-91.773	996.141
73.082	175.685	843.419	60.698	-92.595	995.943
72.902	175.323	843.576	62.659	-92.939	995.553
72.764	174.969	843.690	64.269	-92.750	994.982
72.623	174.678	843.846	65.515	-92.075	994.268
72.505	174.430	843.999	66.318	-90.773	993.338
