P6_elbow_lP6_whole_dist_traveled	P6_shoulder_lP6_whole_dist_traveled	P6_shoulder_rP6_whole_dist_traveled	P6_elbow_rP6_whole_dist_traveled	P6_headP6_whole_dist_traveled	P6_hand_rP6_whole_dist_traveled	P6_hand_lP6_whole_dist_traveled
2702.436	1134.622	885.573	1904.958	1872.634	3076.383	5929.002
2702.436	1134.622	885.876	1904.958	1872.634	3076.716	5929.935
2702.778	1134.936	886.083	1905.487	1873.016	3076.716	5931.405
2702.778	1134.936	886.083	1905.487	1873.310	3076.716	5932.603
2703.123	1135.330	886.311	1906.414	1873.672	3076.716	5933.780
2703.123	1135.554	886.311	1906.414	1874.122	3076.716	5935.068
2703.532	1135.783	886.536	1906.643	1874.658	3076.958	5936.145
2703.760	1136.024	886.536	1907.228	1875.212	3076.958	5937.020
2703.975	1136.293	886.786	1907.228	1875.738	3077.347	5937.898
2704.208	1136.550	886.786	1907.444	1876.337	3077.565	5938.530
2704.454	1136.858	887.095	1907.444	1876.931	3077.565	5939.140
2704.678	1137.154	887.305	1907.689	1877.503	3077.901	5939.791
2704.678	1137.492	887.533	1907.689	1878.172	3077.901	5940.332
2705.030	1137.826	887.748	1907.939	1878.783	3078.248	5940.912
2705.241	1138.240	887.981	1907.939	1879.371	3078.248	5941.424
2705.241	1138.663	888.211	1908.218	1879.997	3078.573	5942.020
2705.633	1139.000	888.211	1908.218	1880.647	3078.573	5942.619
2705.887	1139.323	888.602	1908.520	1881.342	3078.916	5943.152
2706.122	1139.640	888.817	1908.520	1882.035	3078.916	5943.579
2706.376	1139.978	889.049	1908.841	1882.688	3079.302	5944.016
2706.598	1140.309	889.288	1908.841	1883.360	3079.302	5944.434
2706.806	1140.678	889.538	1909.156	1884.079	3079.631	5945.349
2706.806	1140.966	889.743	1909.156	1884.863	3079.631	5945.773
2707.191	1141.345	890.004	1909.458	1885.589	3079.838	5946.303
2707.191	1141.626	890.004	1909.458	1886.289	3079.838	5946.770
2707.528	1141.855	890.404	1909.707	1887.080	3080.080	5947.341
2707.528	1142.067	890.404	1909.707	1887.894	3080.080	5947.970
2707.880	1142.282	890.694	1909.707	1888.758	3080.549	5948.813
2707.880	1142.282	890.694	1909.986	1889.621	3080.997	5949.749
2708.157	1142.659	890.921	1909.986	1890.583	3081.445	5950.642
2708.157	1142.659	890.921	1910.191	1891.517	3081.975	5951.758
2708.492	1142.999	891.154	1910.191	1892.610	3082.659	5952.776
2708.492	1142.999	891.154	1910.467	1893.686	3083.321	5953.837
2708.719	1143.325	891.372	1910.467	1894.778	3083.997	5954.788
2708.719	1143.325	891.372	1910.855	1895.971	3084.537	5955.718
2709.033	1143.718	891.372	1911.079	1897.092	3085.018	5956.456
2709.033	1143.938	891.644	1911.305	1898.258	3085.566	5957.326
2709.460	1144.216	891.644	1911.569	1899.520	3086.180	5957.960
2709.788	1144.454	891.644	1911.797	1900.654	3086.752	5958.592
2710.149	1144.677	891.895	1912.417	1901.803	3087.165	5959.298
2710.589	1144.899	891.895	1912.666	1903.037	3087.479	5960.109
2711.088	1145.124	891.895	1912.894	1904.124	3087.921	5961.195
2711.621	1145.388	892.110	1913.177	1905.320	3089.063	5962.560
2712.262	1145.676	892.110	1913.510	1906.548	3089.765	5964.105
2712.900	1145.926	892.110	1913.833	1907.662	3090.590	5966.018
2713.657	1146.281	892.382	1914.179	1908.875	3091.569	5968.315
2714.509	1146.642	892.382	1915.134	1910.105	3092.612	5970.703
2715.341	1146.980	892.704	1915.712	1911.317	3093.969	5973.704
2716.336	1147.336	892.704	1916.093	1912.546	3095.450	5977.001
2717.341	1147.672	893.116	1916.477	1913.706	3096.994	5980.460
2718.408	1147.983	893.347	1916.919	1914.853	3098.761	5984.359
2719.227	1148.270	893.347	1917.346	1916.041	3100.692	5988.017
2720.120	1148.583	893.710	1917.811	1917.073	3102.716	5991.590
2721.061	1148.881	893.710	1918.241	1918.144	3104.466	5994.939
2721.988	1149.159	893.984	1918.725	1919.203	3105.860	5998.302
2722.836	1149.159	893.984	1919.263	1920.262	3107.205	6001.436
2723.726	1149.493	894.279	1920.344	1921.249	3108.205	6004.402
2724.531	1149.493	894.279	1920.670	1922.253	3108.845	6007.178
2725.383	1149.493	894.530	1921.121	1923.143	3109.446	6009.836
2726.220	1149.747	894.530	1921.340	1923.947	3110.180	6012.019
2726.973	1149.747	894.808	1921.340	1924.745	3111.130	6013.893
2727.707	1149.747	894.808	1921.719	1925.408	3112.026	6015.581
2728.361	1149.954	895.037	1921.719	1926.039	3112.970	6016.921
2729.022	1149.954	895.037	1922.097	1926.629	3114.171	6018.060
2729.733	1149.954	895.037	1922.366	1927.131	3115.489	6018.777
2730.302	1150.193	895.037	1922.703	1927.540	3116.572	6019.208
2730.782	1150.193	895.242	1923.181	1927.901	3117.592	6019.208
2731.202	1150.193	895.242	1924.306	1928.241	3118.769	6019.659
2731.617	1150.536	895.242	1924.751	1928.547	3119.949	6020.076
2731.947	1150.536	895.495	1925.249	1928.779	3120.853	6020.627
2732.158	1150.821	895.495	1925.713	1928.779	3122.087	6021.421
2732.158	1150.821	895.809	1926.088	1929.050	3122.903	6022.169
2732.382	1151.079	896.020	1926.586	1929.050	3123.692	6022.995
2732.382	1151.079	896.020	1926.923	1929.050	3124.205	6023.874
2732.382	1151.333	896.384	1927.206	1929.050	3124.913	6024.756
2732.382	1151.333	896.384	1927.452	1929.251	3125.184	6025.445
2732.741	1151.333	896.606	1927.696	1929.251	3125.184	6026.289
2732.741	1151.567	896.606	1927.696	1929.502	3125.519	6026.900
2733.163	1151.567	896.606	1927.962	1929.502	3125.519	6027.370
2733.384	1151.567	896.606	1927.962	1929.783	3125.519	6027.744
2733.599	1151.567	896.606	1927.962	1929.783	3125.733	6028.028
2733.818	1151.567	896.897	1927.962	1930.174	3125.733	6028.252
2734.049	1151.894	896.897	1927.962	1930.412	3125.733	6028.252
2734.274	1151.894	896.897	1928.202	1930.655	3125.733	6028.252
2734.498	1152.170	897.125	1928.202	1930.894	3125.733	6028.533
2734.498	1152.170	897.125	1928.202	1931.142	3125.987	6028.533
2734.880	1152.452	897.125	1928.202	1931.392	3125.987	6028.812
2734.880	1152.452	897.332	1928.202	1931.648	3125.987	6028.812
2735.186	1152.452	897.332	1928.202	1931.925	3126.188	6029.089
2735.186	1152.693	897.332	1928.202	1932.217	3126.188	6029.089
2735.186	1152.693	897.579	1928.202	1932.476	3126.434	6029.293
2735.398	1152.693	897.579	1928.431	1932.809	3126.434	6029.293
2735.398	1152.693	897.579	1928.431	1933.060	3126.718	6029.293
2735.398	1152.917	897.579	1928.431	1933.305	3126.718	6029.293
2735.398	1152.917	897.830	1928.685	1933.578	3127.018	6029.293
2735.622	1152.917	897.830	1929.384	1933.844	3127.018	6029.293
2735.622	1153.176	897.830	1930.066	1934.115	3127.338	6029.293
2735.966	1153.176	898.077	1930.066	1934.374	3127.338	6029.525
2735.966	1153.176	898.077	1930.066	1934.678	3127.539	6029.525
2736.296	1153.438	898.077	1930.310	1934.958	3127.539	6029.744
2736.498	1153.438	898.353	1930.310	1935.268	3127.539	6029.744
2736.498	1153.646	898.353	1930.310	1935.570	3127.821	6029.744
2736.816	1153.646	898.353	1930.549	1935.896	3127.821	6030.001
2736.816	1153.871	898.649	1930.549	1936.259	3127.821	6030.001
2737.067	1153.871	898.649	1930.549	1936.590	3128.058	6030.001
2737.067	1154.102	898.931	1930.549	1936.894	3128.058	6030.001
2737.312	1154.102	898.931	1930.819	1937.205	3128.058	6030.001
2737.312	1154.361	899.225	1930.819	1937.511	3128.058	6030.203
2737.312	1154.361	899.225	1930.819	1937.778	3128.058	6030.203
2737.565	1154.576	899.544	1931.112	1938.060	3128.058	6030.203
2737.565	1154.576	899.544	1931.112	1938.358	3128.289	6030.203
2737.565	1154.576	899.820	1931.112	1938.704	3128.289	6030.203
2737.874	1154.833	899.820	1931.415	1939.053	3128.289	6030.203
2737.874	1154.833	899.820	1931.415	1939.443	3128.563	6030.469
2737.874	1154.833	900.103	1931.415	1939.799	3128.563	6030.469
2738.103	1155.113	900.103	1931.698	1940.116	3128.807	6030.760
2738.103	1155.113	900.103	1931.698	1940.467	3128.807	6031.153
2738.103	1155.113	900.325	1931.698	1940.821	3129.053	6031.772
2738.103	1155.348	900.325	1931.925	1941.155	3129.053	6032.695
2738.103	1155.348	900.325	1931.925	1941.493	3129.452	6033.887
2738.103	1155.348	900.539	1931.925	1941.830	3129.745	6035.545
2738.103	1155.348	900.539	1932.227	1942.195	3130.140	6037.293
2738.103	1155.348	900.754	1932.227	1942.565	3130.726	6039.448
2738.316	1155.575	900.754	1932.489	1942.899	3131.536	6041.807
2738.316	1155.575	900.991	1932.489	1943.190	3132.166	6044.357
2738.719	1155.575	900.991	1932.840	1943.501	3133.339	6047.032
2738.995	1155.894	901.254	1933.077	1943.818	3134.509	6049.832
2739.309	1155.894	901.254	1933.368	1944.119	3135.651	6052.502
2739.769	1156.202	901.254	1933.668	1944.392	3136.844	6055.336
2740.426	1156.202	901.501	1933.925	1944.623	3137.871	6057.994
2741.070	1156.609	901.501	1934.249	1944.856	3138.737	6060.665
2741.750	1156.609	901.501	1934.536	1945.063	3139.483	6063.180
2742.523	1156.968	901.501	1935.396	1945.063	3140.075	6065.091
2743.237	1157.169	901.501	1935.996	1945.426	3140.555	6066.524
2743.862	1157.428	901.718	1935.996	1945.426	3140.889	6067.460
2744.458	1157.659	901.718	1935.996	1945.739	3141.157	6067.875
2744.905	1157.905	901.718	1935.996	1945.739	3141.473	6068.237
2745.233	1158.128	901.718	1935.996	1946.079	3141.811	6069.101
2745.460	1158.330	901.920	1936.197	1946.079	3142.133	6070.087
2745.460	1158.530	901.920	1936.197	1946.442	3142.365	6071.217
2745.460	1158.530	901.920	1936.197	1946.442	3142.592	6072.623
2745.460	1158.866	902.136	1936.481	1946.782	3142.592	6073.927
2745.460	1158.866	902.136	1936.481	1946.782	3142.922	6074.860
2745.460	1158.866	902.136	1937.288	1947.109	3142.922	6075.627
2745.684	1159.111	902.401	1937.288	1947.109	3143.168	6076.167
2745.684	1159.111	902.401	1937.655	1947.479	3143.168	6076.464
2746.094	1159.111	902.667	1937.655	1947.479	3143.451	6076.464
2746.420	1159.111	902.667	1938.003	1947.886	3143.668	6076.464
2746.770	1159.407	902.892	1938.003	1947.886	3143.894	6076.876
2747.131	1159.407	902.892	1938.331	1948.301	3144.153	6077.185
2747.500	1159.652	902.892	1938.331	1948.524	3144.421	6077.480
2747.854	1159.652	903.128	1938.841	1948.767	3144.669	6077.803
2748.195	1159.885	903.128	1939.583	1949.005	3145.000	6078.193
2748.576	1159.885	903.128	1939.583	1949.248	3145.296	6078.685
2748.933	1160.109	903.128	1939.583	1949.497	3145.620	6079.284
2749.330	1160.109	903.128	1940.129	1949.705	3145.985	6079.902
2749.627	1160.323	903.128	1940.842	1949.928	3146.339	6080.525
2749.849	1160.323	903.128	1940.842	1950.141	3146.812	6081.311
2749.849	1160.547	903.330	1941.073	1950.356	3147.293	6082.158
2750.113	1160.547	903.330	1941.073	1950.570	3147.846	6082.960
2750.113	1160.788	903.330	1941.380	1950.570	3148.375	6083.768
2750.490	1160.788	903.330	1941.604	1950.886	3149.043	6084.748
2750.750	1160.788	903.551	1941.855	1950.886	3149.818	6085.693
2750.996	1160.998	903.551	1942.416	1951.159	3151.223	6086.661
2751.282	1160.998	903.551	1942.698	1951.159	3151.933	6087.901
2751.555	1160.998	903.800	1942.985	1951.393	3152.628	6089.155
2751.828	1160.998	903.800	1943.190	1951.393	3153.333	6090.224
2752.153	1161.232	904.012	1943.406	1951.607	3153.914	6091.209
2752.498	1161.232	904.012	1943.632	1951.607	3154.335	6092.114
2752.829	1161.536	904.231	1943.632	1951.607	3154.623	6092.877
2753.133	1161.536	904.231	1943.926	1951.813	3154.868	6093.441
2753.431	1161.921	904.231	1943.926	1951.813	3154.868	6093.778
2753.719	1161.921	904.496	1944.160	1951.813	3155.271	6094.056
2754.000	1162.236	904.496	1944.160	1951.813	3155.513	6094.260
2754.241	1162.236	904.496	1944.160	1952.065	3155.776	6094.537
2754.477	1162.498	904.496	1944.160	1952.065	3156.053	6094.873
2754.477	1162.498	904.496	1944.160	1952.290	3156.292	6095.232
2754.826	1162.706	904.496	1944.393	1952.290	3156.510	6095.547
2754.826	1162.706	904.709	1944.393	1952.551	3156.510	6095.828
2754.826	1162.706	904.709	1944.393	1952.551	3156.780	6096.083
2755.078	1162.706	904.709	1944.393	1952.850	3156.780	6096.083
2755.078	1162.920	904.709	1944.630	1952.850	3156.780	6096.335
2755.078	1162.920	904.709	1944.630	1953.236	3156.780	6096.335
2755.078	1162.920	904.942	1944.630	1953.236	3157.000	6096.335
2755.314	1162.920	904.942	1944.630	1953.565	3157.000	6096.603
2755.314	1162.920	904.942	1944.852	1953.565	3157.000	6096.603
2755.515	1163.203	904.942	1944.852	1953.891	3157.000	6096.603
2755.515	1163.203	904.942	1944.852	1953.891	3157.000	6096.901
2755.515	1163.203	905.198	1945.084	1954.140	3157.000	6096.901
2755.790	1163.414	905.198	1945.084	1954.140	3157.289	6097.109
2755.790	1163.414	905.198	1945.084	1954.140	3157.289	6097.109
2755.790	1163.414	905.198	1945.364	1954.415	3157.289	6097.109
2755.790	1163.414	905.482	1945.364	1954.415	3157.558	6097.337
2756.040	1163.414	905.482	1945.364	1954.640	3157.558	6097.337
2756.040	1163.641	905.482	1945.646	1954.640	3157.558	6097.337
2756.040	1163.641	905.757	1945.646	1954.955	3157.558	6097.337
2756.040	1163.641	905.757	1945.646	1954.955	3157.558	6097.337
2756.040	1163.641	905.757	1945.646	1955.350	3157.802	6097.337
2756.040	1163.641	906.002	1945.646	1955.584	3157.802	6097.555
2756.040	1163.851	906.002	1945.646	1955.822	3157.802	6097.555
2756.324	1163.851	906.002	1945.646	1956.026	3157.802	6097.763
2756.324	1163.851	906.002	1945.646	1956.026	3158.060	6097.763
2756.526	1163.851	906.002	1945.873	1956.316	3158.060	6097.763
2756.526	1164.071	906.203	1945.873	1956.316	3158.060	6097.763
2756.526	1164.071	906.203	1946.089	1956.563	3158.060	6097.763
2756.769	1164.071	906.203	1946.089	1956.563	3158.060	6097.981
2756.769	1164.071	906.499	1946.310	1956.563	3158.060	6097.981
2756.769	1164.071	906.499	1946.310	1956.563	3158.060	6098.443
2756.974	1164.071	906.702	1946.310	1956.563	3158.260	6098.762
2756.974	1164.345	906.702	1946.535	1956.793	3158.260	6099.280
2757.434	1164.345	906.702	1946.535	1956.793	3158.776	6099.880
2757.811	1164.650	906.988	1946.535	1957.215	3159.233	6100.529
2758.235	1164.650	906.988	1946.751	1957.509	3159.835	6101.308
2758.724	1164.968	906.988	1946.751	1957.875	3160.425	6102.388
2759.261	1164.968	907.262	1947.167	1958.296	3161.089	6103.474
2759.867	1165.255	907.262	1948.056	1958.799	3161.848	6104.669
2760.485	1165.255	907.262	1948.545	1959.324	3162.561	6106.148
2761.068	1165.527	907.490	1948.814	1959.786	3163.215	6107.679
2761.718	1165.527	907.490	1949.041	1960.251	3163.752	6109.576
2762.504	1165.905	907.490	1949.294	1960.756	3164.217	6112.086
2763.320	1166.169	907.696	1949.294	1961.217	3164.675	6114.617
2764.188	1166.472	907.696	1949.685	1961.638	3165.100	6118.084
2765.300	1166.852	907.696	1949.685	1962.014	3166.276	6121.715
2766.541	1167.222	907.696	1950.071	1962.426	3166.801	6126.086
2767.675	1167.583	907.936	1950.861	1962.788	3167.390	6130.526
2768.817	1167.863	907.936	1951.476	1963.109	3167.967	6135.384
2770.047	1167.863	907.936	1951.831	1963.418	3168.619	6140.292
2771.114	1167.863	907.936	1952.804	1963.748	3169.477	6145.363
2772.127	1168.142	908.275	1953.431	1964.098	3170.554	6150.380
2773.027	1168.540	908.549	1953.893	1964.511	3171.693	6155.390
2773.844	1168.993	908.889	1954.461	1964.940	3173.750	6160.176
2774.475	1169.609	909.220	1955.010	1965.445	3175.760	6164.884
2775.027	1170.226	909.497	1955.520	1965.966	3178.108	6169.382
2775.462	1170.931	909.497	1956.655	1966.503	3179.248	6173.772
2775.743	1171.609	909.779	1957.140	1967.116	3181.295	6177.808
2775.743	1172.332	909.779	1957.598	1967.742	3182.792	6181.747
2776.021	1172.980	909.779	1957.908	1968.338	3184.307	6185.320
2776.021	1173.410	910.034	1958.301	1968.800	3185.533	6188.851
2776.226	1173.726	910.269	1958.687	1969.242	3186.512	6192.485
2776.226	1173.952	910.605	1959.032	1969.597	3187.165	6196.258
2776.605	1173.952	911.002	1959.366	1969.921	3187.536	6200.156
2776.886	1174.288	911.403	1959.696	1970.181	3187.536	6204.298
2777.186	1174.531	911.746	1960.009	1970.181	3188.030	6208.627
2777.626	1174.849	912.031	1960.325	1970.555	3188.394	6213.298
2778.118	1175.207	912.273	1960.749	1970.555	3188.806	6218.094
2778.689	1175.507	912.273	1961.209	1970.853	3189.506	6223.006
2779.572	1175.819	912.562	1961.822	1970.853	3191.071	6227.965
2780.510	1176.126	912.862	1962.475	1971.195	3193.157	6232.996
2781.505	1176.415	913.287	1963.490	1971.195	3196.140	6237.937
2782.761	1176.659	913.791	1964.583	1971.512	3199.751	6242.756
2783.923	1176.947	914.335	1965.674	1971.512	3203.794	6247.372
2785.297	1177.277	914.837	1966.734	1971.865	3207.931	6251.641
2786.552	1177.627	915.149	1967.707	1972.092	3212.260	6255.649
2787.917	1177.977	915.356	1968.630	1972.334	3216.981	6259.248
2789.270	1178.354	915.356	1969.418	1972.633	3221.155	6262.524
2790.584	1178.714	915.868	1970.256	1972.950	3225.063	6265.275
2791.872	1179.079	916.302	1970.973	1973.310	3228.762	6267.751
2793.126	1179.403	916.925	1971.655	1973.712	3232.015	6269.806
2794.379	1179.725	917.712	1972.327	1974.231	3234.959	6271.727
2795.613	1179.986	918.521	1972.931	1974.827	3236.711	6273.819
2796.749	1180.219	919.514	1973.545	1975.428	3239.003	6276.146
2797.746	1180.422	920.418	1974.204	1975.886	3242.322	6278.638
2798.658	1180.422	921.356	1974.787	1976.407	3244.482	6281.922
2799.564	1180.644	922.065	1975.320	1976.903	3246.045	6285.452
2800.146	1180.644	922.755	1975.958	1977.421	3247.449	6289.275
2800.691	1180.644	923.357	1976.548	1977.874	3248.800	6293.378
2801.139	1180.919	924.360	1977.140	1978.278	3250.024	6298.006
2801.434	1181.142	924.685	1977.928	1978.608	3251.270	6302.622
2801.434	1181.464	924.886	1978.765	1978.917	3252.490	6307.018
2801.877	1181.895	925.465	1979.813	1979.202	3253.618	6310.981
2802.476	1182.376	925.667	1980.970	1979.501	3254.972	6314.383
2803.286	1183.016	925.968	1982.402	1979.854	3256.432	6317.157
2804.467	1183.737	926.382	1983.961	1980.204	3258.621	6319.214
2805.770	1184.473	926.933	1985.587	1980.597	3260.624	6321.153
2807.365	1185.180	927.525	1987.320	1981.029	3263.293	6323.002
2809.239	1185.823	928.004	1989.125	1981.565	3266.267	6325.172
2811.178	1186.245	928.490	1990.906	1982.198	3269.388	6327.334
2813.082	1186.524	929.162	1992.685	1982.908	3272.711	6329.377
2815.196	1186.524	929.552	1994.360	1983.753	3276.392	6331.249
2817.344	1186.758	929.866	1996.019	1984.649	3279.683	6332.977
2819.480	1187.091	929.866	1997.558	1985.598	3283.207	6334.897
2821.603	1187.608	930.140	1998.907	1986.592	3286.661	6337.054
2823.589	1188.329	930.358	2000.115	1987.645	3289.944	6339.729
2825.507	1189.220	930.837	2001.654	1988.793	3293.165	6342.690
2827.326	1190.162	931.437	2002.420	1989.967	3295.314	6346.130
2829.086	1191.217	932.100	2003.244	1991.014	3298.437	6349.682
2830.705	1192.194	932.823	2005.167	1992.038	3301.176	6353.276
2832.206	1193.116	933.542	2005.879	1992.970	3303.568	6356.893
2833.398	1194.042	934.131	2006.855	1993.644	3305.845	6360.622
2834.478	1194.823	934.786	2007.485	1994.205	3308.022	6364.343
2835.337	1195.356	935.267	2008.170	1994.592	3309.797	6368.117
2836.156	1195.689	935.656	2008.825	1994.839	3311.237	6371.703
2836.947	1195.689	935.875	2009.469	1994.839	3312.314	6375.101
2837.646	1195.689	935.875	2010.222	1994.839	3312.973	6378.701
2838.523	1195.689	935.875	2011.014	1994.839	3313.287	6381.538
2839.407	1195.964	936.133	2011.772	1995.248	3313.287	6383.964
2840.271	1196.325	936.384	2012.524	1995.556	3313.766	6386.014
2841.114	1196.693	936.686	2014.725	1995.934	3314.484	6387.625
2841.876	1197.076	937.557	2015.513	1996.275	3315.310	6389.121
2842.652	1197.455	937.944	2016.272	1996.609	3315.772	6390.187
2843.452	1197.769	938.408	2017.032	1996.963	3316.793	6391.086
2844.191	1198.012	938.808	2017.880	1997.319	3318.216	6391.727
2844.945	1198.012	939.212	2018.590	1997.649	3320.703	6392.362
2845.561	1198.253	939.558	2019.326	1997.969	3321.069	6392.975
2846.051	1198.253	939.861	2020.033	1998.245	3322.770	6393.530
2846.629	1198.496	940.208	2021.210	1998.531	3325.132	6394.331
2847.211	1198.729	940.489	2021.942	1998.786	3326.977	6395.308
2847.708	1199.001	941.313	2023.229	1999.017	3328.726	6396.152
2848.128	1199.334	941.313	2024.153	1999.227	3330.598	6397.264
2848.591	1199.639	941.638	2025.483	1999.429	3332.385	6398.173
2848.961	1199.897	941.638	2026.389	1999.429	3334.358	6399.273
2849.263	1199.897	941.872	2027.462	1999.721	3336.413	6400.494
2849.537	1200.267	941.872	2028.633	1999.721	3338.420	6401.754
2849.805	1200.267	942.695	2030.339	1999.947	3340.555	6403.076
2850.112	1200.520	942.695	2031.556	1999.947	3342.708	6404.242
2850.434	1200.520	942.695	2032.719	2000.193	3344.909	6405.530
2850.746	1200.755	942.993	2033.980	2000.193	3346.976	6406.708
2851.096	1200.755	942.993	2035.160	2000.609	3349.069	6407.870
2851.430	1201.013	943.374	2036.203	2000.904	3350.772	6409.196
2851.785	1201.013	943.635	2037.236	2001.268	3352.634	6410.225
2852.237	1201.367	943.991	2038.095	2001.665	3353.917	6411.631
2852.631	1201.577	945.009	2038.875	2002.061	3355.232	6412.885
2853.067	1201.577	945.447	2039.625	2002.518	3356.370	6414.591
2853.504	1201.850	945.834	2040.290	2002.950	3357.399	6416.470
2853.915	1201.850	946.237	2040.937	2003.371	3358.434	6418.733
2854.430	1202.124	946.651	2041.483	2003.794	3359.753	6421.445
2854.922	1202.124	947.077	2041.921	2004.276	3361.149	6424.183
2855.466	1202.383	947.411	2042.344	2004.655	3362.841	6427.078
2856.015	1202.383	947.733	2042.817	2004.963	3364.412	6430.197
2856.743	1202.642	947.733	2043.353	2005.234	3366.082	6433.204
2857.681	1202.642	948.070	2043.850	2005.234	3367.621	6436.091
2858.657	1203.125	948.274	2044.349	2005.581	3369.315	6438.965
2859.808	1203.605	948.516	2044.860	2005.581	3370.632	6441.570
2861.028	1203.998	948.870	2045.479	2005.581	3371.944	6444.188
2862.350	1204.334	949.257	2046.214	2005.824	3372.849	6446.595
2863.664	1204.638	949.769	2046.889	2005.824	3373.568	6449.008
2865.045	1204.849	950.287	2047.593	2006.096	3374.267	6451.346
2866.450	1204.849	950.831	2048.272	2006.309	3375.045	6453.697
2867.876	1205.171	951.381	2048.969	2006.548	3376.109	6455.899
2869.309	1205.401	952.353	2049.708	2006.870	3377.544	6458.206
2870.534	1205.679	952.718	2050.606	2007.282	3379.316	6460.374
2871.851	1206.009	953.284	2051.531	2007.792	3381.411	6462.839
2872.934	1206.433	953.529	2052.518	2008.367	3383.795	6465.358
2873.835	1206.981	954.165	2053.561	2008.949	3386.597	6468.091
2874.595	1207.632	954.165	2054.602	2009.664	3389.566	6470.923
2875.148	1208.290	954.165	2055.548	2010.427	3392.364	6473.855
2875.511	1208.977	954.504	2056.394	2011.296	3395.374	6476.877
2875.734	1209.808	954.797	2057.114	2012.156	3398.070	6480.024
2875.734	1210.567	955.699	2057.823	2013.006	3401.107	6483.396
2875.734	1211.151	956.162	2058.426	2013.808	3403.905	6486.795
2875.734	1211.714	956.695	2058.989	2014.570	3406.778	6490.172
2875.734	1212.060	957.170	2059.582	2015.284	3409.731	6493.528
2875.734	1212.060	957.585	2060.117	2015.897	3412.428	6496.688
2875.734	1212.305	957.980	2060.634	2016.483	3414.570	6499.920
2875.979	1212.305	958.435	2061.196	2016.965	3416.990	6503.121
2875.979	1212.628	958.788	2061.865	2017.336	3419.317	6506.385
2876.251	1212.955	959.088	2062.397	2017.609	3421.632	6509.559
2876.251	1213.418	959.382	2062.961	2017.812	3423.948	6512.883
2876.589	1213.884	959.618	2063.531	2017.812	3426.209	6516.246
2876.792	1214.356	959.618	2064.117	2017.812	3428.650	6519.396
2877.018	1214.780	959.618	2064.776	2017.812	3431.305	6522.592
2877.251	1215.117	959.618	2065.415	2018.088	3433.737	6525.601
2877.494	1215.402	959.833	2066.079	2018.411	3436.396	6528.687
2877.707	1215.402	960.052	2066.818	2018.788	3439.109	6531.652
2877.707	1215.738	960.052	2067.374	2019.232	3441.725	6534.708
2878.024	1215.738	960.422	2068.136	2019.749	3444.661	6537.761
2878.024	1215.738	960.422	2068.866	2020.256	3447.107	6540.737
2878.024	1216.077	960.740	2069.611	2020.752	3449.612	6543.872
2878.288	1216.077	960.740	2070.420	2021.279	3452.084	6547.186
2878.288	1216.312	960.963	2071.219	2021.778	3454.663	6550.628
2878.682	1216.312	960.963	2072.015	2022.273	3457.349	6554.193
2878.682	1216.543	961.167	2072.769	2022.746	3460.084	6557.996
2879.019	1216.543	961.167	2073.234	2023.254	3463.061	6561.802
2879.019	1216.543	961.527	2074.061	2023.776	3466.287	6565.630
2879.284	1216.801	961.819	2075.597	2024.193	3469.730	6569.724
2879.284	1216.801	962.054	2076.518	2024.932	3473.665	6574.028
2879.637	1217.062	962.348	2076.807	2025.365	3477.417	6578.705
2879.884	1217.062	962.601	2078.311	2025.732	3481.466	6583.089
2880.133	1217.321	962.957	2078.623	2026.156	3484.803	6587.629
2880.556	1217.321	963.263	2079.439	2026.596	3487.877	6591.360
2881.058	1217.643	963.606	2080.178	2026.999	3490.382	6594.617
2881.796	1217.643	964.448	2080.851	2027.393	3492.501	6597.521
2882.541	1217.643	964.448	2081.452	2027.769	3494.164	6600.154
2883.431	1217.939	964.759	2082.002	2028.173	3495.440	6602.481
2884.455	1217.939	964.759	2082.603	2028.535	3496.625	6604.640
2885.618	1218.410	965.035	2083.102	2028.899	3497.621	6606.635
2886.787	1218.714	965.311	2083.493	2029.271	3498.485	6608.266
2888.035	1219.023	965.592	2083.887	2029.662	3499.333	6609.522
2889.284	1219.343	965.881	2084.132	2030.072	3500.091	6610.509
2890.564	1219.630	966.160	2084.519	2030.479	3500.755	6611.230
2891.981	1219.883	966.435	2085.074	2030.853	3501.489	6611.935
2893.369	1220.108	967.211	2085.555	2031.218	3502.191	6612.821
2894.640	1220.351	967.513	2086.105	2031.564	3502.977	6613.714
2896.056	1220.579	968.021	2086.739	2031.913	3503.618	6614.767
2897.385	1220.813	968.265	2087.337	2032.227	3504.046	6615.724
2898.630	1221.022	968.476	2087.974	2032.599	3504.253	6616.571
2899.689	1221.263	968.476	2088.560	2032.955	3504.490	6617.209
2900.610	1221.542	968.833	2089.111	2033.267	3504.810	6617.624
2901.422	1221.868	968.833	2089.533	2033.570	3505.058	6617.624
2901.984	1222.192	969.681	2089.869	2033.845	3505.295	6618.008
2902.332	1222.510	969.681	2090.173	2034.084	3505.295	6618.418
2902.621	1222.770	969.946	2090.430	2034.321	3505.497	6618.928
2902.852	1223.031	969.946	2090.632	2034.321	3505.497	6619.462
2903.093	1223.271	969.946	2090.632	2034.707	3505.742	6619.973
2903.392	1223.479	970.148	2090.869	2034.707	3505.742	6620.448
2903.696	1223.479	970.148	2090.869	2035.028	3506.051	6620.846
2904.060	1223.802	970.148	2090.869	2035.028	3506.051	6621.169
