Head_X	Head_Y	Head_Z	RHand_X	RHand_Y	RHand_Z	LHand_X	LHand_Y	LHand_Z
1020.199	1319.910	699.589	1256.412	1640.702	2139.851	2473.793	2564.461	4395.116
1020.199	1319.910	699.845	1256.412	1640.702	2139.851	2473.793	2564.461	4395.116
1020.199	1319.910	699.845	1256.412	1640.702	2139.851	2473.793	2564.461	4395.116
1020.409	1319.910	699.845	1256.412	1640.702	2139.851	2473.793	2564.461	4395.116
1020.409	1319.910	699.845	1256.412	1640.702	2139.851	2473.793	2564.461	4395.116
1020.409	1320.118	700.052	1256.412	1640.702	2139.851	2473.793	2564.699	4395.116
1020.409	1320.118	700.052	1256.412	1640.702	2139.851	2473.793	2564.699	4395.116
1020.409	1320.118	700.052	1256.412	1640.702	2139.851	2473.793	2564.699	4395.116
1020.409	1320.118	700.052	1256.412	1640.702	2139.851	2473.793	2564.699	4395.116
1020.409	1320.118	700.052	1256.412	1640.702	2139.851	2473.793	2564.699	4395.116
1020.409	1320.369	700.052	1256.412	1640.702	2139.851	2473.793	2564.699	4395.116
1020.409	1320.369	700.052	1256.412	1640.702	2139.851	2473.793	2564.966	4395.116
1020.693	1320.369	700.052	1256.412	1640.702	2139.851	2473.793	2564.966	4395.116
1020.693	1320.369	700.052	1256.412	1640.702	2139.851	2473.793	2564.966	4395.116
1020.926	1320.369	700.052	1256.412	1640.702	2139.851	2473.793	2564.966	4395.116
1020.926	1320.369	700.261	1256.412	1640.702	2139.851	2473.793	2565.202	4395.116
1021.149	1320.369	700.261	1256.412	1640.702	2139.851	2473.793	2565.202	4395.116
1021.149	1320.369	700.261	1256.412	1640.702	2139.851	2473.793	2565.202	4395.116
1021.438	1320.573	700.473	1256.412	1640.702	2139.851	2473.793	2565.202	4395.116
1021.438	1320.573	700.473	1256.412	1640.909	2139.851	2473.793	2565.202	4395.116
1021.822	1320.573	700.678	1256.412	1640.909	2139.851	2473.793	2565.420	4395.116
1022.061	1320.573	700.678	1256.412	1640.909	2139.851	2473.793	2565.420	4395.116
1022.326	1320.573	701.038	1256.412	1640.909	2139.851	2473.793	2565.420	4395.116
1022.626	1320.573	701.038	1256.412	1640.909	2139.851	2473.793	2565.420	4395.116
1022.963	1320.573	701.419	1256.412	1640.909	2139.851	2473.793	2565.420	4395.116
1023.273	1320.573	701.621	1256.726	1640.909	2139.851	2473.793	2565.420	4395.116
1023.611	1320.826	701.823	1256.726	1640.909	2140.054	2474.019	2565.639	4395.116
1023.942	1320.826	701.823	1256.984	1640.909	2140.054	2474.019	2565.639	4395.116
1024.232	1321.108	702.165	1256.984	1641.166	2140.255	2474.019	2565.639	4395.334
1024.519	1321.108	702.165	1256.984	1641.166	2140.255	2474.019	2565.639	4395.334
1024.825	1321.483	702.442	1257.216	1641.421	2140.255	2474.019	2565.639	4395.334
1025.105	1321.483	702.442	1257.216	1641.421	2140.255	2474.019	2565.639	4395.334
1025.343	1321.816	702.646	1257.216	1641.421	2140.482	2474.019	2565.639	4395.334
1025.343	1321.816	702.646	1257.216	1641.652	2140.482	2474.019	2565.639	4395.334
1025.705	1322.143	702.646	1257.216	1641.652	2140.482	2474.019	2565.639	4395.334
1025.705	1322.143	702.646	1257.468	1641.652	2140.735	2474.019	2565.864	4395.334
1025.705	1322.392	702.646	1257.468	1641.652	2140.735	2474.019	2565.864	4395.334
1025.908	1322.392	702.646	1257.724	1641.652	2140.735	2474.019	2565.864	4395.334
1025.908	1322.392	702.646	1257.724	1641.866	2141.041	2474.019	2566.113	4395.334
1025.908	1322.597	702.872	1257.935	1641.866	2141.041	2474.019	2566.113	4395.334
1025.908	1322.597	702.872	1257.935	1641.866	2141.041	2474.019	2566.113	4395.334
1025.908	1322.597	702.872	1257.935	1642.075	2141.041	2474.019	2566.113	4395.334
1025.908	1322.597	702.872	1258.140	1642.075	2141.309	2474.019	2566.113	4395.334
1025.908	1322.597	702.872	1258.140	1642.297	2141.309	2474.019	2566.113	4395.334
1025.908	1322.597	702.872	1258.418	1642.297	2141.624	2474.019	2566.113	4395.654
1025.908	1322.895	702.872	1258.649	1642.626	2141.857	2474.019	2566.113	4395.654
1025.908	1322.895	702.872	1258.956	1642.626	2142.151	2474.019	2566.344	4395.933
1026.224	1322.895	703.202	1259.342	1642.935	2142.559	2474.228	2566.344	4395.933
1026.224	1323.127	703.408	1259.746	1642.935	2143.067	2474.228	2566.344	4396.153
1026.695	1323.127	703.667	1260.146	1643.149	2143.558	2474.228	2566.344	4396.153
1026.930	1323.127	703.887	1260.476	1643.149	2144.104	2474.516	2566.596	4396.470
1027.168	1323.127	704.102	1260.808	1643.557	2144.579	2474.516	2566.596	4396.703
1027.407	1323.360	704.315	1261.261	1643.899	2145.100	2474.729	2566.858	4396.996
1027.608	1323.360	704.315	1261.708	1644.276	2145.748	2474.729	2566.858	4397.369
1027.608	1323.360	704.629	1262.248	1644.276	2146.484	2475.152	2566.858	4397.785
1027.952	1323.360	704.629	1262.707	1644.515	2147.155	2475.478	2566.858	4398.483
1027.952	1323.360	704.919	1263.186	1645.045	2147.930	2475.797	2566.858	4399.292
1028.312	1323.360	704.919	1263.708	1645.734	2148.756	2476.155	2566.858	4400.279
1028.524	1323.360	705.145	1264.181	1646.448	2149.672	2476.575	2567.145	4401.333
1028.780	1323.643	705.145	1264.530	1647.211	2150.695	2477.018	2567.409	4402.510
1029.047	1323.643	705.449	1264.530	1648.526	2152.000	2477.510	2567.857	4403.757
1029.362	1323.643	705.449	1264.865	1651.042	2153.300	2477.891	2568.451	4405.129
1029.670	1323.854	705.923	1265.157	1652.502	2154.373	2478.385	2569.736	4406.729
1029.994	1323.854	706.182	1265.157	1653.717	2155.563	2478.864	2570.814	4408.098
1030.367	1323.854	706.482	1265.480	1655.024	2156.721	2479.148	2571.873	4409.534
1030.749	1323.854	706.832	1265.480	1655.746	2158.148	2479.548	2573.053	4411.471
1031.324	1323.854	707.343	1265.818	1656.997	2159.780	2479.803	2573.621	4413.423
1031.865	1324.064	707.843	1265.818	1657.952	2161.907	2480.188	2575.077	4415.805
1032.433	1324.064	708.352	1266.048	1659.391	2164.258	2480.652	2576.005	4418.562
1033.017	1324.064	708.845	1266.048	1660.866	2167.042	2481.618	2577.216	4422.109
1033.645	1324.064	709.296	1266.482	1662.645	2170.147	2482.601	2578.014	4425.987
1034.212	1324.341	709.793	1266.968	1664.777	2173.553	2483.966	2578.458	4430.702
1034.728	1324.341	710.153	1267.595	1667.250	2177.360	2485.654	2578.714	4436.055
1035.182	1324.341	710.438	1268.692	1669.716	2181.367	2487.699	2578.714	4442.323
1035.587	1324.588	710.714	1269.958	1672.247	2185.759	2490.287	2579.234	4449.489
1035.891	1324.588	710.951	1271.578	1674.692	2190.619	2493.346	2580.038	4457.353
1036.131	1324.818	710.951	1273.378	1676.874	2195.507	2496.761	2581.111	4465.674
1036.131	1324.818	711.246	1275.324	1678.773	2200.777	2500.508	2582.706	4474.198
1036.131	1325.073	711.246	1277.383	1680.402	2206.069	2504.464	2584.231	4483.009
1036.131	1325.073	711.246	1279.625	1681.767	2211.591	2508.796	2586.384	4491.853
1036.131	1325.385	711.246	1281.957	1683.003	2216.980	2513.303	2588.239	4500.334
1036.513	1325.587	711.563	1284.427	1684.169	2222.272	2517.861	2590.134	4508.443
1036.941	1325.587	711.839	1286.979	1685.280	2227.393	2522.454	2592.029	4516.109
1037.461	1325.901	712.195	1289.493	1686.501	2232.281	2526.846	2593.799	4523.099
1038.057	1325.901	712.645	1292.120	1688.013	2236.956	2530.963	2595.505	4529.660
1038.834	1326.291	713.166	1294.603	1688.939	2241.500	2534.757	2597.317	4535.526
1039.742	1326.563	713.848	1296.938	1689.669	2245.372	2538.108	2599.022	4540.764
1040.596	1326.854	714.556	1299.233	1690.188	2248.905	2540.863	2600.919	4545.413
1041.528	1327.095	715.266	1301.220	1690.662	2251.883	2542.984	2602.822	4549.588
1042.307	1327.392	715.979	1303.059	1690.917	2254.493	2544.509	2604.721	4553.236
1043.006	1327.686	716.546	1304.423	1690.917	2256.673	2545.414	2606.600	4556.281
1043.452	1327.909	717.004	1305.370	1691.131	2258.385	2545.917	2608.565	4558.709
1043.723	1328.160	717.279	1306.038	1691.606	2259.806	2545.917	2610.436	4560.458
1043.723	1328.434	717.279	1306.038	1692.668	2260.399	2545.917	2612.178	4561.431
1043.723	1328.673	717.279	1306.038	1693.126	2261.038	2545.917	2613.687	4561.645
1043.723	1328.916	717.279	1306.038	1694.115	2261.038	2546.287	2614.954	4562.057
1043.723	1329.147	717.540	1306.038	1694.115	2261.038	2546.528	2615.947	4562.836
1043.986	1329.401	717.796	1306.038	1694.514	2261.238	2546.850	2616.728	4563.916
1044.208	1329.653	718.064	1306.038	1694.514	2261.577	2547.323	2617.387	4565.190
1044.208	1329.883	718.290	1306.038	1694.744	2262.085	2547.810	2617.997	4566.425
1044.546	1329.883	718.290	1306.275	1695.226	2262.877	2548.414	2618.397	4567.669
1044.546	1330.265	718.663	1306.275	1696.043	2263.301	2548.987	2618.877	4568.927
1044.748	1330.265	718.663	1306.275	1696.847	2263.512	2549.620	2619.245	4569.938
1044.748	1330.585	718.663	1306.543	1697.056	2264.128	2550.202	2619.606	4570.909
1044.748	1330.585	718.663	1306.867	1697.056	2264.657	2550.769	2620.018	4571.724
1044.748	1330.871	718.663	1307.231	1697.358	2265.106	2551.242	2620.363	4572.435
1044.748	1330.871	718.663	1307.507	1697.593	2265.525	2551.630	2620.610	4572.904
1045.008	1330.871	718.663	1307.727	1697.794	2265.869	2551.942	2620.863	4573.203
1045.008	1330.871	718.663	1307.727	1698.050	2266.164	2552.205	2621.115	4573.452
1045.305	1330.871	718.900	1307.950	1698.334	2266.487	2552.205	2621.115	4573.452
1045.305	1330.871	718.900	1307.950	1698.675	2266.487	2552.563	2621.397	4573.452
1045.664	1330.871	719.210	1307.950	1699.024	2266.846	2552.563	2621.397	4573.452
1045.664	1330.871	719.210	1308.156	1699.348	2266.846	2552.563	2621.397	4573.452
1045.982	1330.871	719.495	1308.156	1699.699	2267.053	2552.822	2621.397	4573.884
1045.982	1330.871	719.495	1308.156	1700.011	2267.053	2552.822	2621.397	4574.110
1046.187	1330.871	719.495	1308.156	1700.300	2267.053	2552.822	2621.397	4574.325
1046.187	1330.871	719.770	1308.156	1700.567	2267.053	2552.822	2621.397	4574.325
1046.187	1330.871	719.770	1308.361	1700.789	2267.303	2553.043	2621.713	4574.708
1046.187	1330.871	719.770	1308.361	1701.069	2267.303	2553.043	2621.713	4574.708
1046.187	1331.123	719.770	1308.361	1701.281	2267.639	2553.311	2622.127	4575.011
1046.187	1331.123	719.770	1308.361	1701.521	2267.978	2553.311	2622.127	4575.011
1046.187	1331.123	719.770	1308.361	1701.724	2268.364	2553.560	2622.448	4575.011
1046.187	1331.336	719.770	1308.652	1701.724	2268.864	2553.560	2622.448	4575.011
1046.439	1331.336	719.770	1309.100	1701.724	2269.599	2553.560	2622.448	4575.499
1046.439	1331.336	719.770	1309.624	1701.724	2270.376	2553.560	2622.716	4575.928
1046.762	1331.610	719.770	1310.444	1701.724	2271.254	2553.982	2622.716	4576.416
1046.977	1331.610	720.057	1311.342	1702.316	2272.113	2554.601	2622.716	4577.022
1047.214	1331.610	720.057	1312.554	1702.823	2273.096	2555.535	2622.716	4577.558
1047.486	1331.880	720.328	1314.226	1704.016	2274.473	2557.295	2623.054	4577.889
1047.758	1331.880	720.328	1315.460	1704.679	2275.288	2559.812	2623.375	4577.889
1048.051	1331.880	720.641	1317.021	1705.382	2276.306	2562.969	2623.375	4577.889
1048.367	1331.880	720.641	1318.342	1705.382	2277.113	2566.526	2624.326	4577.889
1048.664	1332.085	720.969	1319.826	1706.381	2278.178	2570.042	2625.112	4578.115
1048.975	1332.085	720.969	1321.007	1706.839	2278.840	2573.240	2626.595	4578.956
1049.263	1332.085	721.332	1322.051	1707.447	2279.380	2575.883	2627.947	4579.737
1049.547	1332.085	721.332	1322.839	1708.058	2279.784	2577.672	2629.214	4580.463
1049.801	1332.085	721.632	1324.128	1709.242	2280.356	2578.793	2630.386	4581.054
1050.064	1332.085	721.632	1325.076	1709.931	2280.575	2579.379	2631.569	4581.729
1050.301	1332.335	721.873	1325.953	1710.194	2280.840	2579.379	2632.710	4582.002
1050.538	1332.335	721.873	1326.550	1710.823	2281.081	2579.709	2633.963	4582.002
1050.538	1332.639	721.873	1327.145	1711.523	2281.081	2580.425	2635.139	4582.582
1050.930	1332.639	722.121	1327.558	1712.339	2281.328	2581.180	2636.206	4583.499
1051.164	1332.895	722.121	1327.558	1713.093	2281.583	2581.826	2637.001	4584.578
1051.440	1332.895	722.121	1327.558	1713.899	2282.111	2582.510	2637.758	4585.678
1051.746	1332.895	722.401	1328.050	1714.634	2282.835	2582.893	2638.194	4586.947
1052.103	1332.895	722.401	1328.683	1715.052	2283.825	2582.893	2638.457	4588.042
1052.457	1332.895	722.636	1329.279	1715.278	2285.125	2582.893	2638.457	4589.292
1052.802	1332.895	722.636	1329.856	1715.278	2286.788	2583.251	2638.457	4590.348
1053.160	1332.895	722.993	1330.326	1715.278	2288.701	2583.835	2638.834	4591.499
1053.516	1332.895	722.993	1330.880	1715.665	2290.916	2584.523	2639.116	4592.546
1053.890	1333.130	723.312	1331.448	1716.548	2293.454	2585.366	2639.577	4593.709
1054.301	1333.130	723.517	1331.944	1716.845	2295.893	2586.270	2640.120	4594.947
1054.805	1333.130	723.755	1332.478	1716.845	2298.561	2587.198	2640.508	4596.237
1055.244	1333.376	723.980	1333.071	1717.603	2301.405	2588.124	2641.021	4597.738
1055.691	1333.376	724.260	1333.679	1717.603	2304.324	2588.917	2641.456	4599.467
1056.153	1333.376	724.569	1334.152	1717.603	2307.020	2589.680	2641.791	4601.235
1056.576	1333.376	724.847	1334.520	1717.603	2309.831	2590.271	2641.791	4603.174
1056.997	1333.376	725.119	1334.883	1717.603	2312.634	2591.035	2642.072	4605.180
1057.338	1333.376	725.119	1335.239	1717.603	2315.300	2591.688	2642.072	4607.296
1057.655	1333.376	725.448	1335.640	1717.811	2317.900	2592.325	2642.072	4609.314
1057.916	1333.376	725.448	1335.991	1718.449	2320.304	2593.086	2642.307	4611.376
1058.132	1333.376	725.669	1336.554	1718.449	2322.986	2593.798	2642.307	4613.406
1058.132	1333.376	725.669	1337.213	1718.837	2325.573	2594.614	2642.663	4615.420
1058.515	1333.376	725.897	1337.825	1719.101	2328.225	2595.355	2642.663	4617.484
1058.732	1333.376	725.897	1338.468	1719.101	2330.774	2595.991	2643.038	4619.625
1058.938	1333.376	725.897	1339.203	1719.530	2333.392	2596.535	2643.275	4621.941
1058.938	1333.604	726.122	1339.951	1719.530	2336.004	2596.948	2643.275	4624.366
1059.263	1333.604	726.122	1340.675	1719.530	2338.607	2597.303	2643.275	4626.865
1059.486	1333.604	726.122	1341.238	1719.779	2341.425	2597.536	2643.275	4629.563
1059.693	1333.604	726.406	1341.842	1720.945	2344.478	2597.536	2643.275	4632.500
1059.693	1333.604	726.406	1342.286	1722.070	2347.513	2597.536	2643.636	4635.480
1060.065	1333.604	726.750	1342.286	1723.640	2350.555	2597.536	2644.171	4638.741
1060.065	1333.604	726.750	1342.286	1725.512	2353.749	2597.788	2644.803	4641.941
1060.065	1333.604	727.014	1342.717	1726.436	2356.131	2597.990	2645.540	4645.162
1060.065	1333.837	727.014	1342.717	1728.803	2359.372	2597.990	2646.362	4648.362
1060.065	1333.837	727.228	1342.717	1731.219	2362.086	2598.208	2647.498	4651.727
1060.065	1333.837	727.228	1343.264	1734.083	2365.004	2598.208	2648.702	4654.797
1060.267	1334.071	727.228	1343.264	1737.011	2367.719	2598.208	2649.956	4657.803
1060.533	1334.071	727.228	1343.264	1740.055	2370.307	2598.492	2650.752	4659.804
1060.882	1334.071	727.228	1343.659	1742.986	2372.653	2598.492	2652.139	4662.107
1061.245	1334.288	727.228	1343.907	1746.228	2374.507	2599.183	2653.619	4664.190
1061.772	1334.288	727.612	1344.343	1750.735	2375.999	2599.872	2655.280	4665.847
1062.360	1334.288	727.831	1345.173	1754.656	2377.320	2600.740	2657.102	4667.040
1063.007	1334.288	728.111	1346.413	1758.147	2377.943	2601.854	2658.876	4667.585
1063.730	1334.288	728.501	1347.627	1761.711	2378.229	2603.149	2660.700	4667.585
1064.548	1334.288	728.904	1349.269	1765.670	2378.767	2604.733	2662.352	4668.667
1065.475	1334.579	729.357	1351.133	1769.794	2379.980	2606.743	2664.377	4670.122
1066.476	1334.579	729.907	1353.259	1773.894	2381.880	2609.187	2666.344	4672.430
1067.567	1334.579	730.683	1355.519	1777.709	2384.044	2611.922	2668.572	4675.415
1068.880	1334.846	731.537	1358.087	1779.831	2387.441	2614.840	2670.792	4679.291
1070.204	1335.056	732.481	1360.411	1782.670	2390.609	2618.177	2672.985	4684.098
1071.552	1335.353	733.548	1362.742	1787.417	2392.529	2621.192	2675.086	4689.888
1072.965	1335.624	734.572	1365.245	1790.302	2395.246	2624.477	2677.274	4696.252
1074.099	1335.973	735.525	1368.539	1792.685	2398.275	2627.899	2679.805	4703.072
1075.211	1336.227	736.400	1371.694	1794.165	2401.871	2630.964	2682.480	4710.384
1076.046	1336.482	737.108	1374.614	1795.911	2405.405	2633.998	2685.275	4717.815
1076.673	1336.482	737.592	1377.344	1797.260	2409.094	2636.272	2688.092	4725.791
1077.197	1336.482	737.834	1379.906	1798.789	2412.930	2637.970	2690.800	4733.641
1077.569	1336.482	737.834	1382.048	1799.786	2416.667	2639.295	2693.330	4741.323
1077.824	1336.482	737.834	1383.379	1801.335	2419.977	2640.297	2695.722	4748.450
1077.824	1336.482	738.086	1384.167	1802.669	2422.807	2641.297	2697.805	4755.211
1078.164	1336.753	738.361	1384.167	1803.936	2425.312	2642.093	2699.606	4761.299
1078.164	1336.753	738.642	1384.167	1804.910	2427.391	2642.630	2701.195	4766.385
1078.473	1336.974	738.902	1384.641	1805.678	2429.117	2642.845	2702.549	4770.685
1078.681	1336.974	738.902	1385.291	1806.234	2430.541	2642.845	2703.598	4774.100
1078.972	1337.177	739.177	1386.009	1806.599	2431.642	2642.845	2704.524	4776.781
1079.351	1337.177	739.177	1386.704	1806.599	2432.586	2643.135	2705.247	4778.724
1079.809	1337.177	739.177	1387.291	1806.599	2433.316	2643.135	2705.709	4780.286
1080.335	1337.449	739.419	1387.783	1806.599	2434.048	2643.520	2705.976	4781.302
1080.894	1337.449	739.678	1388.166	1806.599	2434.790	2643.520	2706.209	4782.120
1081.560	1337.449	740.094	1388.419	1806.599	2435.387	2643.722	2706.209	4782.688
1082.166	1337.449	740.550	1388.419	1806.985	2435.879	2643.722	2706.209	4783.095
1082.732	1337.670	741.036	1388.633	1807.323	2436.476	2643.722	2706.209	4783.389
1083.346	1337.670	741.502	1388.633	1807.589	2436.859	2643.722	2706.209	4783.612
1083.877	1337.670	741.945	1388.837	1807.874	2437.125	2643.970	2706.209	4783.612
1084.257	1337.670	742.364	1388.837	1808.220	2437.125	2643.970	2706.209	4783.955
1084.257	1337.670	742.968	1388.837	1808.610	2437.125	2644.460	2706.209	4783.955
1084.257	1337.670	743.284	1389.052	1808.969	2437.125	2644.786	2706.209	4783.955
1084.590	1337.925	743.489	1389.052	1809.308	2437.328	2645.018	2706.209	4783.955
1084.590	1337.925	743.489	1389.052	1809.658	2437.541	2645.018	2706.485	4783.955
1084.590	1338.140	743.691	1389.052	1809.902	2437.903	2645.306	2706.485	4784.353
1084.590	1338.140	743.691	1389.052	1810.245	2438.211	2645.306	2706.844	4784.636
1084.590	1338.385	743.691	1389.052	1810.569	2438.508	2645.306	2707.071	4784.948
1084.590	1338.385	743.691	1389.052	1810.803	2438.712	2645.531	2707.322	4785.241
1084.590	1338.656	743.691	1389.277	1811.050	2438.935	2645.531	2707.580	4785.539
1084.590	1338.656	743.691	1389.277	1811.256	2439.183	2645.531	2707.864	4785.804
1084.590	1338.966	743.969	1389.277	1811.483	2439.422	2645.853	2708.125	4786.061
1084.590	1338.966	743.969	1389.277	1811.755	2439.679	2645.853	2708.424	4786.061
1084.590	1339.204	744.226	1389.277	1812.060	2439.925	2646.102	2708.753	4786.337
1084.843	1339.204	744.226	1389.277	1812.345	2440.133	2646.102	2709.057	4786.337
1084.843	1339.204	744.444	1389.522	1812.627	2440.383	2646.391	2709.351	4786.337
1084.843	1339.204	744.444	1389.522	1812.884	2440.383	2646.391	2709.654	4786.590
1084.843	1339.204	744.444	1389.522	1813.186	2440.701	2646.758	2709.963	4786.807
1084.843	1339.204	744.444	1389.757	1813.499	2440.701	2646.758	2710.229	4787.015
1084.843	1339.204	744.444	1389.757	1813.802	2440.971	2647.152	2710.524	4787.015
1084.843	1339.439	744.444	1389.960	1814.107	2440.971	2647.373	2710.789	4787.347
1084.843	1339.439	744.784	1389.960	1814.362	2440.971	2647.373	2711.085	4787.347
1085.047	1339.766	744.784	1389.960	1814.636	2440.971	2647.703	2711.364	4787.584
1085.047	1339.766	745.056	1389.960	1814.908	2441.231	2647.703	2711.631	4787.584
1085.047	1340.131	745.056	1389.960	1814.908	2441.231	2647.703	2711.910	4787.584
1085.047	1340.337	745.271	1389.960	1815.305	2441.231	2647.937	2712.177	4787.813
1085.047	1340.337	745.271	1389.960	1815.305	2441.231	2647.937	2712.463	4787.813
1085.047	1340.748	745.271	1390.184	1815.684	2441.515	2647.937	2712.815	4788.080
1085.047	1340.748	745.271	1390.184	1815.684	2441.515	2647.937	2713.160	4788.080
1085.309	1341.144	745.271	1390.394	1815.684	2441.515	2647.937	2713.494	4788.304
1085.309	1341.346	745.271	1390.394	1815.684	2441.515	2648.165	2713.789	4788.304
1085.702	1341.552	745.271	1390.394	1815.684	2441.760	2648.165	2714.158	4788.539
1085.959	1341.758	745.271	1390.394	1815.684	2441.966	2648.165	2714.474	4788.539
1086.306	1342.021	745.271	1390.394	1815.684	2442.246	2648.428	2714.775	4789.024
1086.764	1342.240	745.271	1390.394	1815.684	2442.526	2648.428	2715.152	4789.388
1087.335	1342.464	745.694	1390.926	1815.970	2442.798	2648.678	2715.549	4789.914
1087.971	1342.464	746.049	1391.442	1815.970	2443.019	2649.051	2715.878	4790.383
1088.686	1342.464	746.468	1392.026	1816.279	2443.019	2649.454	2716.306	4790.793
1089.423	1342.464	746.985	1392.894	1816.486	2443.019	2649.922	2716.782	4791.203
1089.809	1342.464	747.769	1393.844	1816.748	2443.019	2650.567	2717.287	4791.556
1090.588	1342.464	748.479	1394.766	1816.748	2443.241	2651.365	2717.846	4791.811
1091.267	1342.464	749.140	1395.842	1817.187	2443.760	2652.152	2718.368	4791.811
1091.899	1342.464	749.833	1396.915	1817.423	2444.415	2653.069	2718.979	4791.811
1092.563	1342.464	750.425	1397.810	1817.634	2445.222	2654.185	2719.452	4792.367
1093.141	1342.804	751.046	1398.828	1817.896	2446.177	2655.308	2719.953	4793.055
1093.634	1342.804	751.504	1399.724	1818.138	2447.252	2656.486	2720.411	4794.003
1093.993	1343.117	751.855	1400.567	1818.433	2448.384	2657.626	2720.853	4795.343
1094.379	1343.319	752.118	1401.455	1818.689	2449.553	2658.765	2721.229	4796.993
1094.695	1343.556	752.118	1402.284	1818.940	2450.705	2659.978	2721.440	4798.913
1094.927	1343.839	752.433	1402.981	1819.251	2451.872	2661.049	2721.682	4801.147
1094.927	1344.137	752.433	1403.764	1819.608	2453.106	2661.965	2721.682	4803.523
1094.927	1344.461	752.433	1404.491	1820.109	2454.217	2662.949	2721.682	4805.983
1094.927	1344.802	752.433	1405.134	1820.700	2455.300	2663.709	2721.682	4808.543
1094.927	1345.183	752.688	1405.776	1821.253	2456.465	2664.303	2721.948	4810.909
1095.153	1345.594	752.924	1406.298	1821.912	2457.412	2664.728	2722.233	4813.267
1095.476	1346.063	753.299	1406.705	1822.645	2458.355	2665.114	2722.595	4815.527
1095.897	1346.591	753.770	1407.119	1823.378	2459.143	2665.478	2723.073	4817.456
1096.356	1347.191	754.339	1407.389	1824.202	2459.784	2665.720	2723.626	4819.183
1096.767	1347.899	754.872	1407.645	1825.016	2460.390	2665.720	2724.166	4820.733
1097.127	1348.546	755.403	1407.645	1825.927	2460.825	2665.720	2724.743	4821.920
1097.481	1349.237	755.838	1407.645	1826.888	2461.072	2665.720	2725.337	4822.912
1097.778	1349.835	756.293	1407.645	1827.930	2461.072	2665.720	2725.974	4823.582
1097.778	1350.705	756.884	1407.645	1828.936	2461.072	2665.922	2726.580	4823.918
1098.004	1351.312	757.198	1407.645	1829.986	2461.072	2665.922	2727.247	4823.918
1098.004	1351.937	757.419	1408.001	1831.117	2461.072	2666.168	2727.891	4823.918
1098.271	1352.423	757.419	1408.247	1832.251	2461.624	2666.168	2728.550	4824.505
1098.271	1352.846	757.419	1408.528	1833.294	2462.036	2666.168	2729.125	4825.211
1098.271	1353.186	757.419	1408.824	1834.400	2462.695	2666.168	2729.665	4826.270
1098.271	1353.520	757.419	1409.081	1835.243	2463.316	2666.168	2730.094	4827.585
1098.522	1353.819	757.419	1409.407	1836.137	2464.173	2666.168	2730.578	4829.144
1098.737	1354.066	757.419	1409.681	1836.864	2465.020	2666.168	2730.868	4830.937
1098.965	1354.066	757.694	1409.966	1837.655	2466.027	2666.419	2730.868	4832.897
1099.213	1354.402	757.694	1409.966	1838.198	2467.053	2666.826	2731.165	4834.831
1099.467	1354.402	757.694	1410.390	1838.744	2468.091	2666.826	2731.165	4836.775
1099.705	1354.605	757.956	1410.390	1839.287	2469.224	2667.427	2731.412	4838.893
1099.919	1354.605	757.956	1410.737	1839.706	2470.353	2668.069	2731.412	4840.809
1100.153	1354.605	757.956	1410.737	1840.114	2471.542	2668.664	2731.660	4842.770
1100.369	1354.605	757.956	1411.051	1840.400	2472.725	2669.395	2731.984	4844.611
1100.369	1354.959	757.956	1411.051	1840.739	2474.030	2670.112	2732.271	4846.566
1100.698	1354.959	757.956	1411.330	1840.739	2475.172	2671.004	2732.635	4848.363
1100.698	1355.387	757.956	1411.330	1841.157	2476.478	2671.886	2732.949	4850.273
1100.918	1355.645	758.190	1411.624	1841.157	2477.692	2672.786	2733.330	4852.054
1100.918	1355.934	758.190	1411.624	1841.419	2478.912	2673.809	2733.729	4853.800
1100.918	1356.225	758.190	1411.976	1841.419	2480.087	2674.961	2734.006	4855.460
1100.918	1356.510	758.420	1412.190	1841.419	2481.260	2676.158	2734.315	4856.822
1100.918	1356.770	758.420	1412.423	1841.704	2482.367	2677.483	2734.315	4858.060
1100.918	1357.033	758.420	1412.715	1841.704	2483.404	2678.881	2734.315	4858.984
1100.918	1357.301	758.420	1412.715	1841.704	2484.606	2680.300	2734.567	4859.901
1100.918	1357.575	758.420	1413.146	1841.921	2485.606	2681.824	2734.955	4860.552
1101.216	1357.876	758.733	1413.512	1842.240	2486.670	2683.265	2735.754	4861.358
1101.216	1358.191	758.733	1413.899	1842.680	2487.762	2684.807	2736.579	4861.826
1101.433	1358.570	758.961	1414.258	1843.242	2488.930	2686.185	2737.675	4862.280
1101.433	1358.985	758.961	1414.693	1843.898	2490.092	2687.399	2738.812	4862.659
1101.433	1359.356	758.961	1415.193	1844.719	2491.297	2688.521	2740.315	4863.026
1101.433	1359.773	758.961	1415.694	1845.631	2492.487	2689.657	2741.805	4863.300
1101.816	1360.264	758.961	1416.131	1846.559	2493.758	2690.573	2743.475	4863.696
1102.161	1360.782	759.223	1416.549	1847.630	2494.890	2691.524	2745.135	4863.696
1102.565	1361.289	759.223	1417.038	1848.697	2495.913	2692.618	2746.889	4863.696
1102.985	1361.795	759.611	1417.605	1849.709	2496.668	2693.654	2748.641	4864.137
1103.405	1362.307	759.847	1418.314	1850.877	2497.068	2694.835	2750.362	4865.233
1103.405	1363.076	760.315	1419.036	1851.980	2497.068	2696.012	2752.184	4867.032
