P4_shoulder_lP4_whole_dist_traveled	P4_hand_rP4_whole_dist_traveled	P4_hand_lP4_whole_dist_traveled	P4_shoulder_rP4_whole_dist_traveled	P4_headP4_whole_dist_traveled	P4_elbow_rP4_whole_dist_traveled	P4_elbow_lP4_whole_dist_traveled
1789.040	2540.139	3761.396	1780.370	4262.096	1027.373	1122.427
1789.040	2540.968	3762.181	1780.370	4262.436	1027.591	1122.651
1789.248	2541.926	3763.281	1780.370	4262.702	1027.591	1122.651
1789.248	2543.099	3764.531	1780.370	4262.996	1027.965	1122.651
1789.248	2544.222	3765.871	1780.370	4263.319	1028.191	1123.005
1789.248	2545.659	3767.265	1780.575	4263.638	1028.394	1123.005
1789.248	2547.013	3768.763	1780.575	4263.980	1028.615	1123.396
1789.500	2548.551	3770.085	1780.575	4264.327	1028.878	1123.396
1789.500	2549.954	3771.569	1780.837	4264.748	1029.141	1123.746
1789.500	2551.348	3773.132	1780.837	4265.174	1029.397	1123.949
1789.500	2552.637	3774.581	1781.117	4265.606	1029.636	1123.949
1789.767	2553.935	3776.188	1781.117	4266.057	1029.929	1124.253
1789.767	2555.290	3777.720	1781.117	4266.504	1030.241	1124.253
1789.767	2556.705	3779.234	1781.402	4266.911	1030.507	1124.253
1790.033	2557.874	3780.842	1781.402	4267.357	1030.507	1124.558
1790.033	2559.222	3782.295	1781.402	4267.811	1030.796	1124.558
1790.033	2560.397	3783.790	1781.402	4268.260	1030.796	1124.774
1790.285	2561.512	3785.232	1781.402	4268.719	1031.089	1124.774
1790.285	2562.519	3786.611	1781.402	4269.146	1031.089	1125.079
1790.285	2563.449	3787.979	1781.730	4269.453	1031.089	1125.079
1790.518	2564.256	3789.290	1781.730	4269.692	1031.089	1125.476
1790.518	2564.986	3790.702	1782.131	4269.692	1031.347	1125.476
1790.518	2565.542	3791.894	1782.362	4269.692	1031.347	1125.891
1790.518	2565.992	3793.217	1782.593	4269.692	1031.347	1125.891
1790.825	2566.370	3794.457	1782.814	4269.692	1031.347	1126.207
1790.825	2566.695	3795.713	1783.051	4269.692	1031.347	1126.207
1791.059	2566.962	3796.922	1783.322	4269.692	1031.347	1126.436
1791.059	2567.222	3798.280	1783.567	4269.917	1031.347	1126.436
1791.286	2567.428	3799.458	1783.793	4270.128	1031.618	1126.705
1791.286	2567.641	3800.624	1784.028	4270.379	1031.618	1126.705
1791.529	2567.938	3801.963	1784.302	4270.643	1031.618	1127.397
1791.529	2568.171	3803.122	1784.531	4270.852	1031.618	1127.397
1791.779	2568.434	3804.318	1784.831	4270.852	1031.914	1127.701
1791.779	2568.678	3805.409	1785.085	4271.057	1031.914	1127.701
1792.090	2568.920	3806.668	1785.368	4271.057	1031.914	1128.003
1792.090	2569.170	3807.733	1785.663	4271.382	1032.196	1128.003
1792.402	2569.434	3808.974	1785.931	4271.679	1032.196	1128.325
1792.402	2569.659	3810.100	1786.235	4271.998	1032.196	1128.325
1792.731	2569.865	3810.725	1786.451	4272.373	1032.420	1128.578
1792.731	2570.072	3811.907	1786.703	4272.790	1032.420	1128.578
1793.047	2570.072	3813.114	1787.009	4273.172	1032.420	1128.578
1793.047	2570.475	3814.223	1787.265	4273.511	1032.420	1128.879
1793.326	2570.475	3815.291	1787.505	4273.831	1032.420	1128.879
1793.326	2570.871	3816.441	1787.709	4274.105	1032.420	1129.105
1793.679	2570.871	3817.427	1787.942	4274.539	1032.420	1129.105
1793.679	2571.126	3818.292	1787.942	4274.859	1032.420	1129.321
1793.944	2571.126	3819.257	1788.323	4275.188	1032.668	1129.321
1793.944	2571.126	3820.128	1788.323	4275.555	1032.668	1129.321
1794.215	2571.350	3820.843	1788.567	4275.815	1032.668	1129.611
1794.215	2571.350	3821.553	1788.567	4276.085	1032.668	1129.611
1794.500	2571.350	3822.244	1788.567	4276.340	1032.879	1129.858
1794.500	2571.598	3822.806	1788.851	4276.586	1032.879	1129.858
1794.844	2571.598	3823.356	1788.851	4276.820	1032.879	1130.218
1795.045	2571.598	3823.855	1788.851	4277.057	1032.879	1130.218
1795.252	2571.919	3824.353	1788.851	4277.057	1032.879	1130.499
1795.252	2571.919	3824.747	1789.083	4277.407	1033.087	1130.499
1795.588	2572.301	3825.135	1789.083	4277.407	1033.087	1130.499
1795.588	2572.549	3825.474	1789.083	4277.407	1033.087	1130.499
1795.876	2572.853	3825.819	1789.341	4277.667	1033.348	1130.499
1795.876	2573.237	3826.276	1789.341	4277.667	1033.348	1130.499
1796.087	2573.723	3826.825	1789.649	4277.928	1033.571	1130.499
1796.087	2574.276	3827.463	1789.649	4278.129	1033.571	1130.773
1796.087	2574.809	3828.072	1789.919	4278.396	1033.876	1130.773
1796.370	2575.451	3828.881	1789.919	4278.710	1033.876	1131.156
1796.370	2576.066	3829.846	1790.208	4279.031	1034.242	1131.395
1796.575	2576.701	3831.128	1790.208	4279.348	1034.242	1131.631
1796.575	2577.318	3832.528	1790.620	4279.697	1034.645	1131.912
1796.575	2577.942	3834.004	1790.871	4280.108	1034.870	1132.199
1796.867	2578.560	3835.052	1791.113	4280.500	1035.096	1132.488
1796.867	2579.179	3836.997	1791.344	4280.926	1035.096	1132.723
1797.127	2579.930	3839.110	1791.344	4281.308	1035.456	1132.944
1797.127	2580.677	3841.327	1791.600	4281.846	1035.834	1133.173
1797.381	2581.499	3843.631	1791.600	4282.359	1036.056	1133.379
1797.381	2582.286	3846.003	1791.600	4282.811	1036.272	1133.379
1797.622	2583.383	3848.346	1791.600	4283.216	1036.501	1133.703
1797.622	2584.304	3850.613	1791.600	4283.669	1036.753	1133.703
1797.622	2585.332	3852.909	1791.804	4284.210	1036.970	1134.471
1797.852	2586.210	3855.145	1791.804	4284.907	1037.196	1134.695
1797.852	2587.071	3857.551	1791.804	4285.554	1037.410	1134.923
1797.852	2587.855	3859.956	1792.048	4286.215	1037.650	1135.204
1797.852	2588.582	3862.429	1792.048	4286.902	1037.876	1135.545
1798.095	2589.303	3865.106	1792.048	4287.588	1038.102	1135.906
1798.095	2589.972	3867.746	1792.048	4288.369	1038.384	1136.378
1798.316	2590.653	3870.242	1792.314	4289.145	1038.662	1136.881
1798.316	2591.250	3872.832	1792.314	4289.862	1038.884	1137.383
1798.631	2591.669	3875.101	1792.729	4290.594	1038.884	1137.863
1798.631	2592.084	3877.484	1792.990	4291.357	1039.142	1138.419
1798.970	2592.509	3879.518	1793.216	4292.139	1039.142	1138.977
1798.970	2593.130	3881.049	1793.473	4292.866	1039.392	1139.440
1799.347	2593.723	3882.313	1793.730	4293.738	1039.687	1139.835
1799.558	2594.075	3883.364	1794.046	4294.497	1040.016	1140.114
1799.771	2594.075	3884.084	1794.394	4295.302	1040.292	1140.329
1799.771	2594.320	3884.501	1794.743	4296.147	1040.538	1140.329
1800.130	2594.320	3884.869	1795.119	4296.990	1040.748	1140.329
1800.130	2594.598	3885.323	1795.512	4297.759	1040.967	1140.544
1800.498	2594.598	3885.801	1795.933	4298.553	1040.967	1140.544
1800.498	2594.801	3886.235	1796.310	4299.431	1041.228	1140.940
1800.871	2594.801	3886.754	1796.675	4300.422	1041.228	1141.184
1801.083	2595.071	3887.193	1797.064	4301.286	1041.228	1141.184
1801.325	2595.290	3887.551	1797.421	4302.170	1041.228	1141.515
1801.541	2595.571	3887.812	1797.764	4303.113	1041.466	1141.515
1801.752	2595.827	3888.038	1798.103	4304.017	1041.466	1141.828
1801.970	2596.100	3888.038	1798.426	4304.917	1041.724	1141.828
1801.970	2596.444	3888.321	1798.676	4305.781	1041.724	1142.032
1802.347	2596.760	3888.321	1798.921	4306.608	1042.018	1142.032
1802.550	2597.005	3888.564	1799.168	4307.423	1042.018	1142.032
1802.776	2597.243	3888.564	1799.168	4308.218	1042.018	1142.333
1803.034	2597.453	3888.793	1799.556	4309.072	1042.263	1142.333
1803.282	2597.453	3888.793	1799.556	4309.964	1042.263	1142.549
1803.526	2597.709	3888.793	1799.926	4310.777	1042.263	1142.549
1803.778	2597.709	3889.066	1800.141	4311.707	1042.483	1142.794
1804.051	2597.709	3889.066	1800.380	4312.671	1042.483	1142.794
1804.282	2597.956	3889.410	1800.611	4313.549	1042.483	1143.162
1804.493	2597.956	3889.410	1800.862	4314.398	1042.483	1143.162
1804.697	2597.956	3889.686	1801.110	4315.278	1042.483	1143.567
1804.910	2597.956	3889.686	1801.477	4316.183	1042.483	1143.567
1804.910	2597.956	3890.059	1801.782	4317.044	1042.483	1143.942
1805.313	2598.178	3890.059	1802.184	4317.934	1042.483	1143.942
1805.558	2598.178	3890.344	1802.579	4318.795	1042.483	1144.269
1805.799	2598.178	3890.344	1803.018	4319.717	1042.696	1144.269
1806.074	2598.178	3890.575	1803.456	4320.695	1042.696	1144.535
1806.328	2598.178	3890.575	1803.881	4321.667	1042.696	1144.535
1806.611	2598.178	3890.575	1804.209	4322.645	1042.919	1144.823
1806.888	2598.178	3890.834	1804.546	4323.579	1042.919	1144.823
1807.201	2598.178	3890.834	1804.888	4324.615	1043.152	1145.059
1807.550	2598.411	3891.129	1805.305	4325.609	1043.152	1145.059
1807.896	2598.411	3891.129	1805.670	4326.501	1043.386	1145.291
1808.212	2598.690	3891.129	1806.032	4327.496	1043.386	1145.291
1808.546	2598.690	3891.335	1806.425	4328.567	1043.656	1145.291
1808.833	2599.016	3891.335	1806.845	4329.573	1043.656	1145.565
1809.111	2599.016	3891.335	1807.327	4330.612	1043.982	1145.565
1809.444	2599.295	3891.641	1807.784	4331.718	1043.982	1145.565
1809.783	2599.295	3891.641	1808.331	4332.733	1044.203	1145.565
1810.111	2599.513	3891.995	1808.828	4333.813	1044.203	1145.817
1810.448	2599.513	3891.995	1809.284	4334.848	1044.203	1145.817
1810.815	2599.761	3892.347	1809.772	4335.889	1044.203	1145.817
1811.199	2599.761	3892.347	1810.339	4337.082	1044.416	1146.057
1811.621	2599.761	3892.683	1810.909	4338.155	1044.416	1146.057
1812.037	2599.761	3892.683	1811.526	4339.419	1044.416	1146.294
1812.414	2599.761	3892.890	1812.089	4340.683	1044.416	1146.294
1812.805	2599.761	3892.890	1812.603	4341.893	1044.416	1146.563
1813.224	2599.995	3893.200	1813.170	4343.277	1044.689	1146.563
1813.702	2599.995	3893.200	1813.780	4344.553	1044.689	1146.931
1814.182	2600.323	3893.449	1814.385	4345.959	1044.951	1147.143
1814.652	2600.323	3893.449	1814.953	4347.355	1044.951	1147.376
1815.136	2600.643	3893.702	1815.493	4348.711	1045.238	1147.635
1815.675	2600.643	3893.702	1816.118	4350.107	1045.238	1147.922
1816.240	2600.957	3893.904	1816.828	4351.429	1045.484	1148.201
1816.739	2600.957	3893.904	1817.482	4352.908	1045.484	1148.537
1817.263	2601.194	3893.904	1818.229	4354.231	1045.484	1148.948
1817.741	2601.194	3894.188	1818.928	4355.690	1045.785	1149.295
1818.267	2601.402	3894.188	1819.624	4357.098	1045.785	1149.625
1818.775	2601.402	3894.188	1820.283	4358.363	1045.988	1149.952
1819.261	2601.612	3894.440	1820.975	4359.731	1045.988	1150.253
1819.787	2601.612	3895.118	1821.769	4361.026	1046.192	1150.529
1820.307	2601.612	3895.118	1822.475	4362.317	1046.192	1150.827
1820.831	2601.862	3895.352	1823.138	4363.578	1046.192	1151.144
1821.313	2601.862	3895.352	1823.819	4364.755	1046.525	1151.421
1821.786	2601.862	3895.352	1824.442	4365.931	1046.525	1151.713
1822.296	2602.149	3895.610	1825.074	4367.092	1046.809	1151.967
1822.840	2602.149	3895.610	1825.629	4368.159	1046.809	1152.237
1823.427	2602.149	3895.610	1826.163	4369.097	1047.138	1152.520
1823.896	2602.391	3895.865	1826.861	4370.041	1047.138	1152.780
1824.337	2602.391	3895.865	1827.430	4370.982	1047.453	1153.019
1824.797	2602.391	3896.232	1827.908	4371.799	1047.453	1153.253
1825.313	2602.391	3896.473	1828.420	4372.655	1047.813	1153.466
1825.833	2602.639	3896.473	1828.929	4373.540	1047.813	1153.710
1826.383	2602.639	3896.818	1829.366	4374.483	1048.144	1153.929
1826.867	2602.639	3896.818	1829.817	4375.322	1048.144	1154.184
1827.453	2602.639	3896.818	1830.213	4376.160	1048.469	1154.462
1827.992	2602.639	3896.818	1830.562	4377.005	1048.469	1154.746
1828.584	2602.639	3897.049	1830.824	4377.857	1048.717	1155.042
1829.119	2602.639	3897.049	1831.053	4378.706	1048.717	1155.311
1829.587	2602.639	3897.049	1831.259	4379.575	1048.717	1155.573
1830.053	2602.900	3897.263	1831.488	4380.424	1048.717	1155.834
1830.537	2602.900	3897.263	1831.693	4381.238	1048.965	1155.834
1831.001	2603.128	3897.480	1831.693	4382.092	1048.965	1156.249
1831.395	2603.128	3897.480	1832.042	4382.968	1048.965	1156.249
1831.727	2603.128	3897.480	1832.042	4383.863	1048.965	1156.657
1832.019	2603.399	3897.773	1832.340	4384.791	1048.965	1156.657
1832.305	2603.399	3897.773	1832.340	4385.785	1048.965	1157.022
1832.622	2603.399	3898.022	1832.587	4386.817	1048.965	1157.022
1832.943	2603.681	3898.022	1832.587	4387.900	1049.221	1157.367
1833.280	2603.681	3898.234	1832.866	4388.955	1049.221	1157.367
1833.535	2603.681	3898.234	1832.866	4390.125	1049.443	1157.714
1833.771	2603.911	3898.451	1833.119	4391.174	1049.443	1157.714
1833.986	2603.911	3898.451	1833.119	4392.187	1049.734	1157.714
1833.986	2603.911	3898.451	1833.446	4393.286	1049.734	1157.975
1834.331	2603.911	3898.743	1833.446	4394.324	1050.022	1157.975
1834.331	2603.911	3898.743	1833.758	4395.415	1050.022	1157.975
1834.736	2603.911	3898.743	1833.758	4396.457	1050.301	1157.975
1834.938	2603.911	3899.013	1834.056	4397.544	1050.301	1158.191
1835.164	2603.911	3899.013	1834.056	4398.639	1050.514	1158.191
1835.386	2603.911	3899.013	1834.304	4399.854	1050.514	1158.191
1835.591	2604.146	3899.013	1834.304	4400.998	1050.514	1158.191
1835.798	2604.146	3899.241	1834.526	4402.365	1050.810	1158.191
1835.798	2604.146	3899.241	1834.526	4403.727	1050.810	1158.191
1836.128	2604.146	3899.241	1834.833	4405.017	1050.810	1158.441
1836.128	2604.146	3899.539	1834.833	4406.469	1051.016	1158.441
1836.400	2604.369	3899.747	1835.145	4407.828	1051.016	1158.441
1836.400	2604.369	3899.975	1835.145	4409.228	1051.016	1158.441
1836.669	2604.677	3900.251	1835.409	4410.753	1051.016	1158.698
1836.669	2604.895	3900.624	1835.409	4412.349	1051.279	1158.698
1836.669	2605.121	3900.965	1835.711	4414.162	1051.279	1158.698
1836.898	2605.363	3901.259	1835.711	4415.984	1051.279	1158.698
1836.898	2605.578	3901.524	1836.004	4418.079	1051.534	1158.917
1837.156	2605.843	3901.746	1836.004	4420.223	1051.534	1158.917
1837.156	2606.120	3901.746	1836.359	4422.633	1051.814	1158.917
1837.583	2606.340	3902.052	1836.359	4425.205	1051.814	1159.119
1837.855	2606.590	3902.052	1836.716	4427.881	1052.174	1159.119
1838.132	2606.851	3902.516	1836.917	4430.654	1052.394	1159.417
1838.350	2607.125	3902.883	1837.119	4433.512	1052.618	1159.417
1838.573	2607.435	3903.363	1837.331	4436.249	1052.821	1159.838
1838.573	2607.760	3903.853	1837.543	4439.212	1052.821	1160.171
1838.902	2608.163	3904.354	1837.778	4441.930	1053.207	1160.500
1838.902	2608.556	3904.861	1838.026	4444.611	1053.207	1160.836
1839.289	2608.883	3905.440	1838.307	4447.089	1053.549	1161.199
1839.500	2609.170	3906.098	1838.549	4449.470	1053.549	1161.553
1839.772	2609.379	3906.804	1838.829	4451.807	1053.774	1161.865
1840.211	2609.379	3907.700	1839.125	4453.878	1053.774	1162.212
1840.667	2609.762	3908.764	1839.424	4455.644	1053.774	1162.631
1841.178	2610.029	3910.088	1839.726	4457.253	1054.132	1163.022
1841.786	2610.577	3911.623	1839.947	4458.754	1054.132	1163.400
1842.459	2610.851	3913.235	1840.182	4459.928	1054.366	1163.787
1843.098	2611.210	3914.823	1840.506	4460.880	1054.588	1164.078
1843.804	2611.461	3916.395	1840.862	4461.636	1054.806	1164.337
1844.566	2611.682	3918.083	1841.222	4462.239	1055.022	1164.554
1845.320	2611.944	3919.622	1841.624	4462.812	1055.289	1164.554
1846.200	2612.214	3921.077	1842.056	4463.530	1055.578	1164.843
1846.945	2612.530	3922.556	1842.598	4464.254	1055.892	1164.843
1847.696	2612.859	3923.993	1843.110	4465.043	1056.206	1165.159
1848.564	2613.244	3925.319	1843.653	4465.928	1056.537	1165.392
1849.232	2613.623	3926.517	1844.227	4466.809	1056.839	1165.636
1849.860	2614.019	3927.555	1844.766	4467.754	1057.203	1165.889
1850.490	2614.500	3928.465	1845.249	4469.034	1057.545	1166.102
1851.044	2614.962	3929.066	1845.726	4470.373	1057.929	1166.102
1851.528	2615.503	3929.472	1846.147	4471.922	1058.338	1166.443
1852.036	2615.946	3929.717	1846.565	4473.622	1058.706	1166.443
1852.472	2616.353	3929.717	1846.928	4475.607	1059.109	1166.672
1852.877	2616.710	3930.010	1847.278	4477.534	1059.468	1166.672
1853.330	2616.980	3930.348	1847.612	4479.699	1059.866	1166.950
1853.851	2617.267	3930.936	1847.984	4481.749	1060.217	1166.950
1854.396	2617.267	3931.784	1848.313	4483.929	1060.537	1167.319
1854.939	2617.518	3932.794	1848.704	4486.855	1060.854	1167.544
1855.642	2617.518	3933.852	1849.101	4489.043	1061.189	1167.544
1856.455	2617.828	3935.120	1849.581	4491.123	1061.579	1167.943
1857.245	2618.087	3936.433	1850.116	4493.287	1061.940	1167.943
1858.176	2618.432	3938.082	1850.701	4495.409	1062.260	1168.333
1859.077	2618.877	3939.587	1851.397	4497.661	1062.594	1168.333
1859.993	2619.484	3941.380	1852.178	4499.844	1062.980	1168.689
1860.938	2620.181	3943.257	1852.987	4502.156	1063.371	1168.689
1861.699	2620.784	3945.111	1853.829	4504.489	1063.769	1169.055
1862.582	2621.351	3947.051	1854.723	4506.828	1064.135	1169.268
1863.352	2621.875	3948.954	1855.710	4509.141	1064.449	1169.533
1864.058	2622.275	3950.373	1856.610	4511.627	1064.805	1169.768
1864.811	2622.576	3951.499	1857.593	4513.778	1065.127	1170.020
1865.524	2622.805	3952.630	1858.577	4515.941	1065.451	1170.317
1866.157	2622.805	3953.392	1859.437	4517.977	1065.790	1170.635
1866.771	2623.028	3953.957	1860.393	4520.087	1066.068	1170.887
1867.419	2623.028	3954.488	1861.359	4522.100	1066.280	1171.150
1868.091	2623.028	3954.794	1862.219	4524.145	1066.494	1171.486
1868.664	2623.028	3955.002	1863.088	4526.130	1066.494	1171.803
1869.183	2623.028	3955.002	1863.938	4528.048	1066.906	1172.173
1869.671	2623.028	3955.356	1864.746	4530.010	1067.149	1172.549
1870.223	2623.028	3955.356	1865.590	4531.992	1067.358	1172.968
1870.752	2623.297	3955.737	1866.405	4533.874	1067.358	1173.423
1871.255	2623.297	3955.974	1867.173	4535.778	1067.677	1173.960
1871.707	2623.570	3956.245	1867.871	4537.823	1067.677	1174.458
1872.179	2623.570	3956.523	1868.650	4539.620	1067.891	1174.971
1872.761	2623.809	3956.787	1869.362	4541.641	1067.891	1175.484
1873.328	2623.809	3957.065	1870.079	4543.484	1068.172	1175.968
1873.847	2624.141	3957.305	1870.795	4545.371	1068.172	1176.464
1874.360	2624.141	3957.513	1871.439	4547.114	1068.172	1176.919
1874.854	2624.474	3957.513	1872.118	4548.835	1068.404	1177.340
1875.426	2624.474	3957.513	1872.744	4550.556	1068.404	1177.749
1875.982	2624.730	3957.796	1873.465	4552.148	1068.404	1178.109
1876.734	2624.730	3957.796	1874.265	4553.735	1068.635	1178.490
1877.275	2624.730	3958.114	1875.029	4555.282	1068.635	1178.840
1877.931	2624.730	3958.114	1875.775	4556.790	1068.635	1179.174
1878.582	2625.017	3958.392	1876.644	4558.241	1068.837	1179.540
1879.394	2625.017	3958.595	1877.463	4559.639	1068.837	1179.853
1880.037	2625.017	3958.595	1878.214	4561.001	1069.101	1180.168
1880.650	2625.297	3958.948	1879.034	4562.248	1069.101	1180.506
1881.227	2625.297	3958.948	1879.804	4563.463	1069.366	1180.840
1882.036	2625.572	3959.232	1880.479	4564.797	1069.366	1181.136
1882.645	2625.572	3959.453	1881.258	4565.871	1069.672	1181.467
1883.260	2625.859	3959.453	1882.002	4567.104	1069.672	1181.790
1883.874	2625.859	3959.686	1882.641	4568.244	1069.982	1182.117
1884.600	2626.162	3959.686	1883.300	4569.335	1069.982	1182.433
1885.144	2626.162	3959.988	1883.953	4570.486	1070.264	1182.737
1885.648	2626.404	3959.988	1884.595	4571.595	1070.264	1183.007
1886.161	2626.404	3960.278	1885.141	4572.661	1070.516	1183.286
1886.664	2626.404	3960.278	1885.564	4573.738	1070.516	1183.543
1887.332	2626.675	3960.660	1885.987	4574.760	1070.762	1183.792
1887.832	2626.675	3960.907	1886.407	4575.840	1070.762	1184.010
1888.264	2626.675	3961.136	1886.984	4576.815	1070.762	1184.247
1888.704	2626.675	3961.136	1887.578	4577.698	1070.989	1184.495
1889.118	2626.934	3961.377	1888.154	4578.649	1070.989	1184.733
1889.537	2626.934	3961.377	1888.694	4579.569	1070.989	1184.974
1889.959	2627.147	3961.671	1889.224	4580.380	1070.989	1185.180
1890.304	2627.147	3961.671	1889.783	4581.118	1070.989	1185.422
1890.599	2627.349	3961.992	1890.337	4581.978	1071.216	1185.636
1890.881	2627.349	3961.992	1890.726	4582.693	1071.216	1185.882
1891.206	2627.349	3962.332	1891.128	4583.341	1071.216	1186.101
1891.527	2627.349	3962.332	1891.533	4583.912	1071.216	1186.101
1891.806	2627.349	3962.332	1891.982	4584.556	1071.216	1186.487
1892.060	2627.349	3962.556	1892.335	4585.170	1071.216	1186.487
1892.304	2627.570	3962.556	1892.664	4585.712	1071.432	1186.821
1892.304	2627.570	3962.556	1892.987	4586.186	1071.432	1186.821
1892.675	2627.570	3962.873	1893.262	4586.665	1071.432	1187.086
1892.675	2627.570	3963.078	1893.473	4587.144	1071.432	1187.086
1892.972	2627.570	3963.078	1893.686	4587.623	1071.676	1187.373
1892.972	2627.570	3963.446	1893.686	4588.037	1071.676	1187.373
1893.236	2627.570	3963.666	1894.005	4588.314	1071.676	1187.373
1893.236	2627.570	3963.666	1894.005	4588.575	1071.676	1187.602
1893.236	2627.841	3964.014	1894.311	4588.777	1071.676	1187.602
1893.510	2627.841	3964.014	1894.311	4589.027	1071.676	1187.602
1893.510	2628.064	3964.320	1894.546	4589.027	1071.676	1187.602
1893.510	2628.064	3964.320	1894.546	4589.393	1071.676	1187.812
1893.767	2628.270	3964.617	1894.546	4589.393	1071.676	1187.812
1893.767	2628.270	3964.617	1894.769	4589.690	1071.676	1187.812
1893.767	2628.270	3964.617	1894.769	4589.690	1071.676	1187.812
1893.767	2628.520	3964.617	1894.769	4589.970	1071.676	1188.013
1894.023	2628.520	3964.617	1894.993	4589.970	1071.898	1188.013
1894.023	2628.520	3964.617	1894.993	4590.204	1071.898	1188.013
1894.232	2628.810	3964.617	1895.242	4590.204	1071.898	1188.013
1894.232	2628.810	3964.835	1895.242	4590.490	1071.898	1188.237
1894.232	2628.810	3964.835	1895.513	4590.490	1071.898	1188.237
1894.485	2629.072	3964.835	1895.513	4590.811	1071.898	1188.237
1894.485	2629.072	3965.125	1895.884	4591.024	1071.898	1188.237
1894.485	2629.072	3965.125	1895.884	4591.229	1072.112	1188.461
1894.744	2629.324	3965.349	1896.253	4591.481	1072.112	1188.461
1894.744	2629.324	3965.349	1896.465	4591.734	1072.112	1188.461
1894.982	2629.556	3965.625	1896.718	4591.979	1072.318	1188.461
1894.982	2629.556	3965.625	1896.977	4592.229	1072.318	1188.698
1895.195	2629.825	3966.042	1897.212	4592.478	1072.318	1188.698
1895.195	2629.825	3966.325	1897.467	4592.752	1072.536	1188.698
1895.478	2630.230	3966.648	1897.720	4593.060	1072.536	1188.698
1895.478	2630.468	3966.971	1898.005	4593.368	1072.755	1188.946
1895.846	2630.837	3967.366	1898.273	4593.703	1072.755	1188.946
1895.846	2631.231	3967.719	1898.528	4594.038	1073.020	1188.946
1896.182	2631.806	3968.026	1898.779	4594.396	1073.020	1189.184
1896.182	2632.289	3968.307	1898.779	4594.786	1073.020	1189.184
1896.488	2632.784	3968.608	1899.124	4595.154	1073.020	1189.557
1896.488	2633.347	3969.002	1899.124	4595.503	1073.248	1189.875
1896.838	2634.362	3969.450	1899.383	4595.850	1073.248	1190.226
1896.838	2635.339	3969.752	1899.383	4596.320	1073.248	1190.614
1897.144	2636.609	3969.955	1899.732	4596.785	1073.248	1191.039
1897.144	2637.687	3970.324	1899.732	4597.363	1073.528	1191.359
1897.385	2638.742	3971.026	1900.029	4598.064	1073.528	1191.717
1897.385	2639.947	3971.903	1900.029	4598.769	1073.798	1192.111
1897.672	2640.687	3973.038	1900.359	4599.688	1073.798	1192.570
1897.672	2641.214	3974.590	1900.359	4600.727	1074.114	1193.072
1898.004	2641.815	3976.527	1900.741	4601.834	1074.326	1193.693
1898.378	2642.415	3978.695	1900.946	4602.926	1074.575	1194.436
1898.634	2642.983	3981.059	1901.157	4604.239	1074.816	1195.345
1898.935	2643.373	3983.650	1901.157	4605.529	1075.077	1196.270
1899.312	2643.606	3986.654	1901.566	4606.942	1075.296	1197.187
1899.771	2643.916	3990.040	1901.834	4608.323	1075.531	1198.168
1900.274	2644.407	3993.953	1902.064	4609.887	1075.784	1199.095
1900.836	2645.269	3998.238	1902.336	4611.377	1076.072	1199.999
1901.438	2646.341	4002.951	1902.735	4612.922	1076.484	1200.883
1902.067	2647.777	4007.673	1903.295	4614.394	1077.089	1201.748
1902.688	2649.812	4012.837	1903.939	4615.976	1077.887	1202.598
1903.222	2652.317	4018.154	1904.577	4617.396	1078.732	1203.483
1903.683	2655.249	4023.578	1905.189	4618.900	1079.902	1204.873
1904.064	2658.626	4029.283	1905.722	4620.190	1081.126	1205.869
1904.366	2662.492	4034.928	1906.170	4621.545	1082.621	1206.943
1904.669	2666.664	4040.759	1906.597	4622.676	1084.281	1207.975
1905.107	2671.432	4046.406	1907.018	4623.616	1086.348	1208.906
1905.627	2675.694	4051.170	1907.498	4624.621	1088.622	1209.877
1906.188	2679.914	4056.695	1908.033	4625.451	1091.022	1210.716
1906.862	2684.474	4061.859	1908.595	4626.001	1093.633	1211.451
1907.650	2689.019	4066.863	1909.188	4626.401	1096.372	1212.239
1908.295	2693.742	4071.501	1909.707	4626.803	1099.011	1213.178
1908.852	2698.627	4075.684	1910.015	4627.280	1101.867	1214.008
1909.490	2703.481	4079.871	1910.356	4627.728	1104.910	1214.793
1910.129	2708.190	4083.739	1910.876	4628.356	1108.060	1215.475
1910.722	2712.520	4087.328	1911.484	4629.123	1111.200	1216.055
1911.319	2717.192	4090.430	1912.148	4630.166	1114.167	1216.467
1911.986	2720.792	4092.878	1912.825	4631.397	1117.053	1216.700
1912.625	2723.876	4094.565	1913.276	4632.861	1119.733	1216.700
1913.238	2726.404	4095.554	1913.677	4634.601	1121.969	1216.700
1913.893	2728.394	4096.660	1913.912	4636.388	1123.970	1216.993
1914.428	2729.775	4098.544	1914.336	4638.438	1125.378	1217.315
1914.978	2730.874	4101.055	1914.838	4640.752	1126.435	1217.674
1915.599	2731.970	4104.187	1915.308	4643.070	1127.001	1218.042
1916.167	2733.427	4107.838	1915.569	4645.372	1127.269	1218.370
1916.618	2735.743	4112.113	1915.792	4647.857	1127.872	1218.696
1917.057	2738.713	4116.718	1916.117	4650.309	1128.904	1218.965
1917.463	2742.270	4122.001	1916.475	4652.679	1130.279	1219.235
1917.876	2746.506	4127.666	1917.011	4654.991	1132.112	1219.521
1918.254	2751.961	4133.742	1917.540	4657.289	1134.324	1219.890
1918.591	2756.987	4140.420	1918.024	4659.503	1136.764	1220.375
1918.850	2762.970	4147.478	1918.543	4661.337	1139.600	1220.909
