P3_hand_rP3whole_dist_traveled	P3_hand_lP3whole_dist_traveled	P3_shoulder_lP3whole_dist_traveled	P3_elbow_rP3whole_dist_traveled	P3_shoulder_rP3whole_dist_traveled	P3_headP3whole_dist_traveled	P3_elbow_lP3whole_dist_traveled
1925.292	1020.496	461.061	602.953	486.352	1117.914	403.426
1925.593	1020.911	461.847	603.491	487.084	1118.220	403.667
1925.963	1021.258	462.663	604.053	487.821	1118.500	403.942
1926.388	1021.504	463.417	604.662	488.600	1118.935	404.254
1926.849	1021.504	464.117	605.262	489.289	1119.242	404.600
1927.358	1021.504	464.930	605.831	489.979	1119.666	405.034
1928.055	1021.504	465.598	606.385	490.706	1120.154	405.406
1928.652	1021.504	466.210	606.967	491.369	1120.634	405.777
1929.335	1021.504	466.934	607.560	491.985	1121.098	406.117
1929.977	1021.793	467.550	608.181	492.620	1121.558	406.479
1930.659	1021.793	468.129	608.881	493.239	1122.172	406.823
1931.375	1022.006	468.732	609.566	493.806	1122.882	407.221
1932.162	1022.006	469.342	610.230	494.375	1123.490	407.546
1932.792	1022.006	469.824	610.908	494.874	1124.109	407.840
1933.547	1022.006	470.314	611.631	495.406	1124.815	408.099
1934.292	1022.006	470.785	612.372	495.974	1125.638	408.308
1935.001	1022.006	471.267	613.098	496.513	1126.316	408.308
1935.668	1022.006	471.713	613.835	497.063	1126.970	408.623
1936.415	1022.006	472.127	614.611	497.643	1127.752	408.623
1937.130	1022.006	472.444	615.308	498.207	1128.572	408.623
1937.774	1022.006	472.786	616.033	498.725	1129.275	408.824
1938.400	1022.006	473.085	616.714	499.191	1129.935	408.824
1939.085	1022.006	473.355	617.388	499.587	1130.676	408.824
1939.785	1022.006	473.604	618.100	499.929	1131.401	408.824
1940.411	1022.006	473.897	618.822	500.227	1132.084	408.824
1941.063	1022.006	474.166	619.534	500.533	1132.727	408.824
1941.683	1022.006	474.383	620.260	500.860	1133.391	408.824
1942.325	1022.006	474.609	620.929	501.220	1134.127	408.824
1942.933	1022.006	474.882	621.550	501.568	1134.829	409.026
1943.467	1022.006	475.143	622.185	501.993	1135.445	409.026
1944.118	1022.006	475.347	622.778	502.421	1136.034	409.026
1944.713	1022.006	475.561	623.332	502.918	1136.734	409.026
1945.318	1022.006	475.561	623.874	503.406	1137.411	409.026
1945.874	1022.223	475.948	624.397	503.873	1138.044	409.026
1946.528	1022.223	475.948	624.833	504.348	1138.720	409.026
1947.026	1022.223	476.296	625.245	504.789	1139.520	409.026
1947.483	1022.223	476.296	625.629	505.227	1140.257	409.026
1947.876	1022.223	476.674	625.988	505.653	1140.945	409.026
1948.264	1022.467	476.882	626.320	506.068	1141.774	409.026
1948.637	1022.467	476.882	626.620	506.453	1143.030	409.026
1949.067	1022.467	477.230	626.943	506.845	1143.891	409.242
1949.507	1022.467	477.230	627.274	507.232	1144.780	409.242
1949.947	1022.718	477.524	627.644	507.671	1145.800	409.242
1950.416	1022.718	477.524	628.200	508.143	1146.730	409.242
1950.823	1022.718	477.769	628.831	508.571	1147.724	409.483
1951.312	1022.968	477.769	629.432	509.019	1148.676	409.483
1952.028	1022.968	478.072	630.063	509.489	1149.753	409.483
1952.847	1022.968	478.072	630.832	509.978	1150.659	409.756
1953.746	1023.243	478.479	631.651	510.430	1151.652	409.756
1954.780	1023.243	478.718	632.465	510.873	1152.636	410.012
1955.897	1023.480	479.046	633.287	511.314	1153.446	410.012
1957.052	1023.480	479.370	634.170	511.759	1154.337	410.335
1958.264	1023.755	479.709	635.047	512.211	1155.227	410.538
1959.591	1023.755	480.096	635.902	512.667	1156.022	410.779
1960.891	1024.033	480.462	636.932	513.149	1156.931	411.062
1962.346	1024.033	480.910	637.830	513.599	1157.849	411.334
1963.808	1024.380	481.358	638.826	514.042	1158.654	411.643
1965.351	1024.602	481.865	639.816	514.456	1159.624	411.977
1966.887	1024.602	482.343	640.781	514.872	1160.507	412.294
1968.672	1024.954	482.768	641.716	515.154	1161.391	412.626
1970.304	1024.954	483.171	642.535	515.378	1162.387	412.936
1972.044	1025.282	483.578	643.378	515.378	1163.338	413.205
1973.746	1025.282	483.929	644.142	515.589	1164.473	413.450
1975.460	1025.638	484.329	644.803	515.589	1165.402	413.663
1977.190	1025.904	484.722	645.478	515.589	1166.350	413.663
1978.871	1026.197	485.062	646.200	515.833	1167.318	414.038
1980.536	1026.521	485.379	646.873	515.833	1168.178	414.038
1982.113	1026.882	485.674	647.513	515.833	1169.170	414.366
1983.555	1027.221	486.107	648.322	516.078	1170.116	414.366
1984.978	1027.500	486.392	649.029	516.078	1170.974	414.668
1986.301	1027.706	486.648	649.680	516.078	1171.896	414.668
1987.493	1027.706	486.648	650.345	516.340	1172.827	414.898
1988.671	1027.970	486.985	651.014	516.340	1173.558	414.898
1989.786	1027.970	486.985	651.632	516.340	1174.338	414.898
1990.694	1027.970	487.250	652.121	516.580	1175.096	415.174
1991.513	1028.204	487.250	652.549	516.580	1175.787	415.174
1992.309	1028.204	487.250	652.998	516.782	1176.435	415.174
1992.936	1028.204	487.555	653.423	516.782	1177.067	415.462
1993.540	1028.204	487.555	653.813	516.782	1177.635	415.462
1994.166	1028.204	487.555	654.151	517.022	1178.190	415.692
1994.799	1028.204	487.777	654.427	517.022	1178.835	415.692
1995.478	1028.452	487.777	654.665	517.022	1179.478	415.897
1996.238	1028.452	487.777	654.940	517.022	1180.009	415.897
1997.056	1028.452	487.777	655.233	517.288	1180.527	415.897
1998.010	1028.747	487.997	655.457	517.288	1180.972	416.117
1999.009	1028.747	487.997	655.693	517.288	1181.352	416.117
2000.152	1029.003	487.997	655.923	517.288	1181.761	416.117
2001.391	1029.003	487.997	656.235	517.288	1182.121	416.117
2002.703	1029.003	487.997	656.538	517.288	1182.472	416.385
2004.151	1029.228	487.997	656.882	517.288	1182.797	416.385
2005.701	1029.228	488.250	657.267	517.288	1183.099	416.385
2007.358	1029.228	488.250	657.652	517.288	1183.332	416.385
2009.128	1029.228	488.464	658.054	517.559	1183.604	416.592
2011.146	1029.443	488.760	658.435	517.559	1183.604	416.592
2013.277	1029.443	488.760	658.898	517.559	1183.964	416.592
2015.787	1029.443	489.026	659.262	517.779	1183.964	416.592
2018.631	1029.443	489.026	659.596	517.779	1184.231	416.838
2021.716	1029.443	489.308	659.958	517.779	1184.231	416.838
2025.113	1029.644	489.308	660.339	517.779	1184.498	416.838
2028.150	1029.644	489.308	660.339	518.012	1184.498	417.050
2029.907	1029.644	489.532	660.339	518.012	1184.498	417.050
2030.782	1029.644	489.532	660.675	518.224	1184.498	417.050
2031.100	1029.900	489.532	660.887	518.224	1184.498	417.050
2031.650	1029.900	489.532	660.887	518.224	1184.498	417.251
2032.175	1029.900	489.532	661.248	518.430	1184.498	417.251
2032.619	1030.171	489.766	661.489	518.430	1184.779	417.251
2033.029	1030.171	489.766	661.734	518.430	1184.779	417.251
2033.536	1030.171	489.766	661.966	518.764	1185.109	417.251
2034.082	1030.171	489.766	661.966	518.764	1185.109	417.467
2034.604	1030.171	489.766	662.263	518.764	1185.441	417.467
2035.024	1030.171	489.975	662.263	519.009	1185.441	417.467
2035.381	1030.171	489.975	662.263	519.009	1185.824	417.467
2035.597	1030.171	489.975	662.263	519.009	1186.054	417.467
2035.597	1030.171	489.975	662.263	519.221	1186.313	417.467
2035.805	1030.171	489.975	662.521	519.221	1186.561	417.467
2035.805	1030.171	490.195	662.521	519.221	1186.768	417.467
2035.805	1030.171	490.195	662.722	519.221	1186.768	417.467
2035.805	1030.171	490.195	662.722	519.221	1187.150	417.467
2036.041	1030.171	490.195	663.006	519.221	1187.150	417.673
2036.041	1030.171	490.195	663.006	519.221	1187.441	417.673
2036.041	1030.171	490.195	663.230	519.221	1187.441	417.673
2036.041	1030.171	490.195	663.230	519.221	1187.743	417.673
2036.041	1030.171	490.195	663.230	519.435	1187.743	417.673
2036.041	1030.171	490.404	663.489	519.435	1188.100	417.673
2036.326	1030.171	490.404	663.489	519.435	1188.100	417.673
2036.326	1030.171	490.404	663.489	519.682	1188.429	417.673
2036.725	1030.171	490.404	663.702	519.682	1188.429	417.673
2036.725	1030.171	490.404	663.702	519.682	1188.711	417.673
2036.932	1030.171	490.404	663.702	519.904	1188.711	417.673
2036.932	1030.171	490.614	663.702	519.904	1188.964	417.673
2036.932	1030.171	490.614	663.702	519.904	1188.964	417.673
2036.932	1030.171	490.614	663.702	519.904	1188.964	417.874
2036.932	1030.171	490.614	663.702	520.119	1189.265	417.874
2037.147	1030.171	490.833	663.702	520.119	1189.265	417.874
2037.413	1030.171	490.833	663.702	520.119	1189.509	417.874
2037.666	1030.171	490.833	663.702	520.119	1189.509	417.874
2037.920	1030.171	490.833	663.702	520.119	1189.777	417.874
2038.126	1030.171	490.833	663.910	520.119	1189.777	417.874
2038.126	1030.171	491.058	663.910	520.119	1190.089	417.874
2038.403	1030.171	491.058	663.910	520.119	1190.089	417.874
2038.403	1030.171	491.058	663.910	520.119	1190.377	417.874
2038.403	1030.171	491.058	664.118	520.119	1190.377	417.874
2038.618	1030.386	491.058	664.118	520.319	1190.644	417.874
2038.618	1030.386	491.058	664.118	520.319	1190.644	417.874
2038.618	1030.386	491.058	664.118	520.319	1190.644	417.874
2038.618	1030.386	491.058	664.371	520.319	1190.870	417.874
2038.618	1030.386	491.288	664.371	520.319	1190.870	417.874
2038.838	1030.386	491.288	664.371	520.319	1190.870	417.874
2038.838	1030.386	491.288	664.371	520.319	1190.870	417.874
2038.838	1030.386	491.288	664.643	520.319	1190.870	417.874
2038.838	1030.386	491.497	664.643	520.319	1191.109	417.874
2038.838	1030.586	491.497	664.643	520.319	1191.109	418.111
2039.045	1030.586	491.497	664.643	520.579	1191.109	418.111
2039.045	1030.586	491.786	664.870	520.579	1191.109	418.111
2039.045	1030.586	491.786	664.870	520.818	1191.378	418.111
2039.045	1030.586	491.786	664.870	520.818	1191.378	418.369
2039.045	1030.586	491.786	664.870	521.028	1191.378	418.369
2039.045	1030.586	492.028	664.870	521.028	1191.647	418.369
2039.045	1030.586	492.028	665.101	521.254	1191.647	418.369
2039.045	1030.586	492.028	665.101	521.254	1191.647	418.369
2039.310	1030.586	492.285	665.101	521.254	1191.933	418.604
2039.310	1030.586	492.285	665.101	521.520	1191.933	418.604
2039.310	1030.586	492.285	665.101	521.520	1192.255	418.604
2039.310	1030.586	492.285	665.307	521.520	1192.255	418.604
2039.310	1030.586	492.543	665.307	521.745	1192.659	418.604
2039.310	1030.586	492.543	665.307	521.745	1192.891	418.828
2039.584	1030.586	492.543	665.575	521.745	1193.164	418.828
2039.584	1030.586	492.543	665.575	521.961	1193.432	418.828
2039.584	1030.586	492.543	665.876	521.961	1193.703	418.828
2039.895	1030.586	492.810	665.876	521.961	1193.960	418.828
2039.895	1030.804	492.810	666.138	522.348	1194.241	419.047
2040.222	1030.804	492.810	666.138	522.348	1194.486	419.047
2040.445	1030.804	492.810	666.496	522.571	1194.788	419.047
2040.735	1030.804	493.072	666.708	522.571	1195.009	419.047
2041.005	1030.804	493.072	666.950	522.571	1195.314	419.047
2041.255	1030.804	493.072	666.950	522.881	1195.553	419.252
2041.565	1030.804	493.288	667.379	522.881	1195.785	419.252
2041.892	1030.804	493.288	667.587	523.084	1195.785	419.252
2042.205	1030.804	493.288	667.587	523.084	1196.193	419.252
2042.514	1030.804	493.500	667.876	523.084	1196.193	419.252
2042.763	1030.804	493.500	667.876	523.356	1196.512	419.252
2043.028	1030.804	493.500	668.108	523.356	1196.512	419.252
2043.251	1030.804	493.716	668.108	523.356	1196.830	419.252
2043.251	1030.804	493.716	668.108	523.356	1196.830	419.252
2043.615	1030.804	493.716	668.419	523.606	1197.177	419.252
2043.615	1031.033	493.939	668.419	523.606	1197.388	419.457
2043.886	1031.033	493.939	668.633	523.606	1197.388	419.457
2043.886	1031.033	493.939	668.633	523.860	1197.769	419.457
2044.190	1031.033	494.168	668.894	523.860	1197.769	419.457
2044.395	1031.033	494.168	668.894	523.860	1198.201	419.457
2044.395	1031.033	494.168	669.265	524.132	1198.414	419.457
2044.731	1031.033	494.407	669.265	524.132	1198.665	419.457
2044.731	1031.033	494.407	669.646	524.132	1198.896	419.457
2045.057	1031.033	494.407	669.646	524.132	1199.155	419.457
2045.057	1031.033	494.407	669.917	524.351	1199.155	419.698
2045.389	1031.033	494.664	669.917	524.351	1199.530	419.698
2045.389	1031.033	494.664	670.164	524.351	1199.731	419.698
2045.690	1031.033	494.664	670.164	524.682	1199.731	419.698
2045.690	1031.033	494.664	670.386	524.682	1200.161	419.901
2045.989	1031.033	494.971	670.386	524.989	1200.388	419.901
2045.989	1031.033	494.971	670.680	524.989	1200.631	419.901
2046.317	1031.033	494.971	670.680	525.312	1200.631	419.901
2046.534	1031.033	495.218	670.996	525.312	1201.025	420.161
2046.749	1031.033	495.218	670.996	525.634	1201.025	420.161
2047.002	1031.033	495.218	671.406	525.634	1201.380	420.161
2047.278	1031.033	495.420	671.660	525.946	1201.380	420.370
2047.586	1031.241	495.420	671.906	525.946	1201.769	420.370
2047.875	1031.241	495.420	672.159	526.272	1201.769	420.370
2048.186	1031.241	495.420	672.442	526.272	1202.142	420.370
2048.552	1031.241	495.638	672.731	526.655	1202.142	420.604
2048.935	1031.241	495.638	673.015	526.884	1202.478	420.604
2049.327	1031.241	495.638	673.344	527.122	1202.478	420.604
2049.729	1031.241	495.638	673.713	527.366	1202.816	420.604
2050.188	1031.241	495.638	674.099	527.631	1203.019	420.827
2050.649	1031.241	495.882	674.490	527.924	1203.019	420.827
2051.175	1031.241	495.882	674.866	528.264	1203.332	420.827
2051.761	1031.241	495.882	675.227	528.545	1203.332	420.827
2052.387	1031.241	496.126	675.684	528.850	1203.738	421.042
2053.046	1031.241	496.126	676.196	529.173	1203.965	421.042
2053.754	1031.241	496.359	676.708	529.504	1203.965	421.042
2054.549	1031.241	496.359	677.197	529.823	1204.427	421.042
2055.290	1031.241	496.584	677.723	530.134	1204.427	421.289
2056.100	1031.445	496.584	678.276	530.502	1204.799	421.289
2056.908	1031.445	496.847	678.857	530.854	1205.030	421.289
2057.712	1031.445	496.847	679.404	531.213	1205.303	421.289
2058.500	1031.445	497.055	679.940	531.575	1205.528	421.289
2059.315	1031.445	497.055	680.502	531.892	1205.746	421.289
2060.055	1031.647	497.277	681.096	532.199	1205.976	421.503
2060.789	1031.647	497.277	681.623	532.517	1206.198	421.503
2061.450	1031.647	497.277	682.117	532.835	1206.410	421.503
2061.998	1031.647	497.546	682.626	533.129	1206.629	421.503
2062.519	1031.647	497.546	683.109	533.423	1206.838	421.503
2062.976	1031.647	497.546	683.525	533.676	1207.063	421.503
2063.496	1031.647	497.763	683.961	533.902	1207.340	421.503
2063.913	1031.647	497.763	684.312	533.902	1207.576	421.503
2064.271	1031.647	497.763	684.603	534.240	1207.801	421.736
2064.591	1031.647	497.763	684.864	534.240	1208.033	421.736
2064.824	1031.647	498.016	685.102	534.443	1208.246	421.736
2064.824	1031.647	498.016	685.102	534.443	1208.447	421.959
2065.153	1031.647	498.016	685.440	534.443	1208.673	421.959
2065.153	1031.647	498.280	685.440	534.443	1208.902	421.959
2065.153	1031.647	498.280	685.766	534.754	1209.114	421.959
2065.153	1031.647	498.280	685.766	534.959	1209.316	422.191
2065.153	1031.647	498.280	686.152	535.213	1209.535	422.191
2065.452	1031.647	498.503	686.152	535.523	1209.535	422.191
2065.452	1031.647	498.503	686.566	535.850	1209.956	422.191
2065.866	1031.647	498.503	686.845	536.175	1210.202	422.191
2066.084	1031.647	498.503	687.102	536.472	1210.447	422.191
2066.084	1031.647	498.503	687.396	536.776	1210.732	422.191
2066.484	1031.859	498.503	687.666	537.046	1211.009	422.417
2066.705	1031.859	498.503	687.898	537.311	1211.298	422.417
2066.912	1031.859	498.703	688.136	537.572	1211.591	422.417
2067.119	1031.859	498.703	688.401	537.857	1211.875	422.417
2067.353	1032.064	498.703	688.646	538.123	1212.162	422.417
2067.597	1032.064	498.703	688.897	538.377	1212.414	422.668
2067.889	1032.331	499.006	689.138	538.655	1212.674	422.668
2068.176	1032.331	499.006	689.367	538.911	1212.674	422.948
2068.547	1032.785	499.254	689.638	539.192	1213.180	423.150
2068.901	1033.070	499.254	689.880	539.442	1213.180	423.150
2069.317	1033.390	499.456	690.114	539.676	1213.424	423.593
2069.590	1033.865	499.456	690.340	539.921	1213.424	423.890
2069.899	1034.593	499.657	690.584	539.921	1213.779	424.213
2070.111	1035.477	499.657	690.891	540.291	1214.049	424.518
2070.111	1036.536	499.881	691.234	540.291	1214.379	424.788
2070.492	1037.673	499.881	691.556	540.614	1214.776	424.788
2071.041	1038.801	500.094	691.916	540.840	1215.241	425.088
2071.831	1039.974	500.094	692.347	541.141	1215.744	425.088
2072.879	1041.089	500.403	692.776	541.489	1216.370	425.088
2074.092	1042.231	500.625	693.193	541.817	1217.093	425.303
2075.555	1043.403	500.854	693.622	542.156	1217.900	425.303
2077.175	1044.628	501.081	694.020	542.531	1218.660	425.586
2079.228	1045.626	501.322	694.324	542.858	1219.529	425.586
2081.511	1046.913	501.533	694.727	543.183	1220.328	425.991
2084.149	1048.411	501.533	695.173	543.589	1221.267	426.230
2085.962	1050.047	501.902	695.749	543.986	1222.273	426.503
2088.475	1051.678	501.902	696.335	544.441	1223.236	426.808
2091.593	1053.406	502.248	697.051	544.862	1224.239	427.086
2094.730	1054.923	502.248	697.770	545.325	1225.221	427.384
2097.558	1056.755	502.540	698.441	545.632	1226.303	427.698
2101.403	1058.489	502.540	699.202	545.916	1227.377	427.966
2105.609	1060.332	502.774	700.046	546.121	1228.389	428.199
2109.466	1062.225	502.774	700.895	546.121	1229.312	428.499
2113.379	1064.584	503.209	701.858	546.411	1230.234	428.802
2117.450	1066.893	503.512	703.200	546.411	1231.163	429.103
2121.508	1069.255	503.884	704.173	546.659	1232.549	429.407
2125.641	1071.673	504.237	705.148	546.659	1233.261	429.752
2129.811	1073.890	504.674	706.235	546.897	1234.016	430.173
2133.807	1076.158	505.134	707.180	546.897	1234.794	430.620
2137.309	1078.591	505.620	708.212	547.157	1235.574	431.049
2141.437	1080.901	506.233	709.137	547.157	1236.306	431.480
2145.567	1083.031	506.760	710.057	547.466	1237.078	431.918
2149.694	1085.329	507.225	710.791	547.697	1237.823	432.352
2153.607	1087.321	507.739	711.489	547.932	1238.687	432.777
2157.444	1089.152	508.254	712.175	548.171	1239.521	433.206
2160.964	1091.148	508.721	712.803	548.464	1240.345	433.617
2164.487	1092.833	509.096	713.366	548.767	1241.179	434.023
2167.749	1094.564	509.468	713.822	549.107	1242.055	434.301
2170.883	1095.952	509.767	714.264	549.461	1242.820	434.616
2173.905	1097.146	510.051	714.671	549.825	1243.591	434.990
2176.710	1098.504	510.331	715.087	550.173	1244.439	435.284
2179.436	1099.571	510.619	715.494	550.521	1245.327	435.525
2182.052	1100.565	510.891	715.864	550.949	1246.113	435.732
2184.475	1101.482	511.159	716.153	551.428	1246.849	435.952
2186.780	1102.282	511.496	716.422	551.951	1247.691	435.952
2188.877	1102.983	511.824	716.629	552.445	1248.465	436.259
2190.846	1103.531	512.172	716.834	552.893	1249.279	436.477
2192.649	1103.950	512.551	716.834	553.629	1249.985	436.690
